"name_2","N_SALES_QUARTILE","N_OVER_UNDER","count"
"KILARNEY DR","Q1","over",2
"KILARNEY DR","Q1","under",0
"KILARNEY DR","Q2","accurate",2
"KILARNEY DR","Q2","over",0
"KILARNEY DR","Q2","under",0
"KILARNEY DR","Q3","accurate",1
"KILARNEY DR","Q3","over",0
"KILARNEY DR","Q3","under",1
"KILARNEY DR","Q4","accurate",0
"KILARNEY DR","Q4","over",0
"KILARNEY DR","Q4","under",2
"KIRBY ST","Q1","accurate",0
"KIRBY ST","Q1","over",3
"KIRBY ST","Q1","under",0
"KIRBY ST","Q2","accurate",0
"KIRBY ST","Q2","over",1
"KIRBY ST","Q2","under",1
"KIRBY ST","Q3","accurate",2
"KIRBY ST","Q3","over",0
"KIRBY ST","Q3","under",0
"KIRBY ST","Q4","accurate",0
"KIRBY ST","Q4","over",0
"KIRBY ST","Q4","under",2
"KNOLLWOOD","Q1","accurate",0
"KNOLLWOOD","Q1","over",2
"KNOLLWOOD","Q1","under",0
"KNOLLWOOD","Q2","accurate",1
"KNOLLWOOD","Q2","over",0
"KNOLLWOOD","Q2","under",1
"KNOLLWOOD","Q3","accurate",1
"KNOLLWOOD","Q3","over",1
"KNOLLWOOD","Q3","under",0
"KNOLLWOOD","Q4","accurate",1
"KNOLLWOOD","Q4","over",0
"KNOLLWOOD","Q4","under",1
"LADSBURRY","Q1","accurate",1
"LADSBURRY","Q1","over",3
"LADSBURRY","Q1","under",0
"LADSBURRY","Q2","accurate",2
"LADSBURRY","Q2","over",1
"LADSBURRY","Q2","under",1
"LADSBURRY","Q3","accurate",2
"LADSBURRY","Q3","over",0
"LADSBURRY","Q3","under",1
"LADSBURRY","Q4","accurate",2
"LADSBURRY","Q4","over",0
"LADSBURRY","Q4","under",2
"LAKE PARK","Q1","accurate",1
"LAKE PARK","Q1","over",1
"LAKE PARK","Q1","under",0
"LAKE PARK","Q2","accurate",1
"LAKE PARK","Q2","over",0
"LAKE PARK","Q2","under",1
"LAKE PARK","Q3","accurate",1
"LAKE PARK","Q3","over",0
"LAKE PARK","Q3","under",0
"LAKE PARK","Q4","accurate",0
"LAKE PARK","Q4","over",0
"LAKE PARK","Q4","under",2
"LAKESHORE","Q1","accurate",5
"LAKESHORE","Q1","over",7
"LAKESHORE","Q1","under",3
"LAKESHORE","Q2","accurate",5
"LAKESHORE","Q2","over",5
"LAKESHORE","Q2","under",4
"LAKESHORE","Q3","accurate",6
"LAKESHORE","Q3","over",4
"LAKESHORE","Q3","under",4
"LAKESHORE","Q4","accurate",3
"LAKESHORE","Q4","over",2
"LAKESHORE","Q4","under",10
"LAKESHORE TOWNHOMES","Q1","accurate",0
"LAKESHORE TOWNHOMES","Q1","over",7
"LAKESHORE TOWNHOMES","Q1","under",0
"LAKESHORE TOWNHOMES","Q2","accurate",4
"LAKESHORE TOWNHOMES","Q2","over",3
"LAKESHORE TOWNHOMES","Q2","under",0
"LAKESHORE TOWNHOMES","Q3","accurate",6
"LAKESHORE TOWNHOMES","Q3","over",0
"LAKESHORE TOWNHOMES","Q3","under",1
"LAKESHORE TOWNHOMES","Q4","accurate",7
"LAKESHORE TOWNHOMES","Q4","over",0
"LAKESHORE TOWNHOMES","Q4","under",0
"LAKEVIEW","Q1","accurate",3
"LAKEVIEW","Q1","over",1
"LAKEVIEW","Q1","under",0
"LAKEVIEW","Q2","accurate",2
"LAKEVIEW","Q2","over",1
"LAKEVIEW","Q2","under",0
"LAKEVIEW","Q3","accurate",3
"LAKEVIEW","Q3","over",0
"LAKEVIEW","Q3","under",0
"LAKEVIEW","Q4","accurate",2
"LAKEVIEW","Q4","over",0
"LAKEVIEW","Q4","under",2
"LAKEWINDS","Q1","accurate",1
"LAKEWINDS","Q1","over",1
"LAKEWINDS","Q1","under",0
"LAKEWINDS","Q2","accurate",0
"LAKEWINDS","Q2","over",1
"LAKEWINDS","Q2","under",0
"LAKEWINDS","Q3","accurate",0
"LAKEWINDS","Q3","over",0
"LAKEWINDS","Q3","under",1
"LAKEWINDS","Q4","accurate",0
"LAKEWINDS","Q4","over",0
"LAKEWINDS","Q4","under",1
"LAKEWOOD","Q1","accurate",5
"LAKEWOOD","Q1","over",11
"LAKEWOOD","Q1","under",5
"LAKEWOOD","Q2","accurate",8
"LAKEWOOD","Q2","over",7
"LAKEWOOD","Q2","under",6
"LAKEWOOD","Q3","accurate",7
"LAKEWOOD","Q3","over",8
"LAKEWOOD","Q3","under",5
"LAKEWOOD","Q4","accurate",10
"LAKEWOOD","Q4","over",5
"LAKEWOOD","Q4","under",6
"LANDON FARMS","Q1","accurate",6
"LANDON FARMS","Q1","over",7
"LANDON FARMS","Q1","under",1
"LANDON FARMS","Q2","accurate",8
"LANDON FARMS","Q2","over",3
"LANDON FARMS","Q2","under",2
"LANDON FARMS","Q3","accurate",5
"LANDON FARMS","Q3","over",5
"LANDON FARMS","Q3","under",3
"LANDON FARMS","Q4","accurate",9
"LANDON FARMS","Q4","over",1
"LANDON FARMS","Q4","under",3
"LASSITER ST","Q1","accurate",0
"LASSITER ST","Q1","over",3
"LASSITER ST","Q1","under",0
"LASSITER ST","Q2","accurate",3
"LASSITER ST","Q2","over",0
"LASSITER ST","Q2","under",0
"LASSITER ST","Q3","accurate",2
"LASSITER ST","Q3","over",0
"LASSITER ST","Q3","under",0
"LASSITER ST","Q4","accurate",2
"LASSITER ST","Q4","over",0
"LASSITER ST","Q4","under",1
"LATTA ROAD","Q1","accurate",10
"LATTA ROAD","Q1","over",21
"LATTA ROAD","Q1","under",0
"LATTA ROAD","Q2","accurate",23
"LATTA ROAD","Q2","over",5
"LATTA ROAD","Q2","under",2
"LATTA ROAD","Q3","accurate",16
"LATTA ROAD","Q3","over",2
"LATTA ROAD","Q3","under",12
"LATTA ROAD","Q4","accurate",7
"LATTA ROAD","Q4","over",5
"LATTA ROAD","Q4","under",18
"LATTA WOODS","Q1","accurate",1
"LATTA WOODS","Q1","over",1
"LATTA WOODS","Q1","under",0
"LATTA WOODS","Q2","accurate",1
"LATTA WOODS","Q2","over",0
"LATTA WOODS","Q2","under",0
"LATTA WOODS","Q3","accurate",1
"LATTA WOODS","Q3","over",0
"LATTA WOODS","Q3","under",0
"LATTA WOODS","Q4","accurate",1
"LATTA WOODS","Q4","over",0
"LATTA WOODS","Q4","under",0
"LAURAL VILLAGE","Q1","accurate",2
"LAURAL VILLAGE","Q1","over",0
"LAURAL VILLAGE","Q1","under",0
"LAURAL VILLAGE","Q2","accurate",1
"LAURAL VILLAGE","Q2","over",0
"LAURAL VILLAGE","Q2","under",0
"LAURAL VILLAGE","Q3","accurate",1
"LAURAL VILLAGE","Q3","over",0
"LAURAL VILLAGE","Q3","under",0
"LAURAL VILLAGE","Q4","accurate",1
"LAURAL VILLAGE","Q4","over",0
"LAURAL VILLAGE","Q4","under",0
"LAUREL GLEN","Q1","accurate",1
"LAUREL GLEN","Q1","over",1
"LAUREL GLEN","Q1","under",0
"LAUREL GLEN","Q2","accurate",2
"LAUREL GLEN","Q2","over",0
"LAUREL GLEN","Q2","under",0
"LAUREL GLEN","Q3","accurate",1
"LAUREL GLEN","Q3","over",0
"LAUREL GLEN","Q3","under",0
"LAUREL GLEN","Q4","accurate",1
"LAUREL GLEN","Q4","over",0
"LAUREL GLEN","Q4","under",1
"LEBANON","Q1","accurate",10
"LEBANON","Q1","over",20
"LEBANON","Q1","under",3
"LEBANON","Q2","accurate",15
"LEBANON","Q2","over",8
"LEBANON","Q2","under",9
"LEBANON","Q3","accurate",11
"LEBANON","Q3","over",6
"LEBANON","Q3","under",15
"LEBANON","Q4","accurate",10
"LEBANON","Q4","over",11
"LEBANON","Q4","under",12
"LEBANON ACRES","Q1","accurate",1
"LEBANON ACRES","Q1","over",1
"LEBANON ACRES","Q1","under",0
"LEBANON ACRES","Q2","accurate",0
"LEBANON ACRES","Q2","over",1
"LEBANON ACRES","Q2","under",0
"LEBANON ACRES","Q3","accurate",0
"LEBANON ACRES","Q3","over",0
"LEBANON ACRES","Q3","under",1
"LEBANON ACRES","Q4","accurate",1
"LEBANON ACRES","Q4","over",0
"LEBANON ACRES","Q4","under",1
"LOCHN'ORA","Q1","accurate",1
"LOCHN'ORA","Q1","over",2
"LOCHN'ORA","Q1","under",0
"LOCHN'ORA","Q2","accurate",2
"LOCHN'ORA","Q2","over",0
"LOCHN'ORA","Q2","under",0
"LOCHN'ORA","Q3","accurate",2
"LOCHN'ORA","Q3","over",0
"LOCHN'ORA","Q3","under",0
"LOCHN'ORA","Q4","accurate",2
"LOCHN'ORA","Q4","over",0
"LOCHN'ORA","Q4","under",1
"LOCHSIDE","Q1","accurate",8
"LOCHSIDE","Q1","over",5
"LOCHSIDE","Q1","under",0
"LOCHSIDE","Q2","accurate",12
"LOCHSIDE","Q2","over",0
"LOCHSIDE","Q2","under",1
"LOCHSIDE","Q3","accurate",6
"LOCHSIDE","Q3","over",3
"LOCHSIDE","Q3","under",3
"LOCHSIDE","Q4","accurate",11
"LOCHSIDE","Q4","over",0
"LOCHSIDE","Q4","under",2
"LYNN HOLLOW","Q1","accurate",5
"LYNN HOLLOW","Q1","over",3
"LYNN HOLLOW","Q1","under",0
"LYNN HOLLOW","Q2","accurate",5
"LYNN HOLLOW","Q2","over",1
"LYNN HOLLOW","Q2","under",2
"LYNN HOLLOW","Q3","accurate",6
"LYNN HOLLOW","Q3","over",1
"LYNN HOLLOW","Q3","under",0
"LYNN HOLLOW","Q4","accurate",4
"LYNN HOLLOW","Q4","over",0
"LYNN HOLLOW","Q4","under",4
"LYONS FARM/THE OAKS/GRAND","Q1","accurate",9
"LYONS FARM/THE OAKS/GRAND","Q1","over",4
"LYONS FARM/THE OAKS/GRAND","Q1","under",3
"LYONS FARM/THE OAKS/GRAND","Q2","accurate",13
"LYONS FARM/THE OAKS/GRAND","Q2","over",1
"LYONS FARM/THE OAKS/GRAND","Q2","under",3
"LYONS FARM/THE OAKS/GRAND","Q3","accurate",12
"LYONS FARM/THE OAKS/GRAND","Q3","over",2
"LYONS FARM/THE OAKS/GRAND","Q3","under",2
"LYONS FARM/THE OAKS/GRAND","Q4","accurate",10
"LYONS FARM/THE OAKS/GRAND","Q4","over",3
"LYONS FARM/THE OAKS/GRAND","Q4","under",2
"MADISON GLEN","Q1","accurate",5
"MADISON GLEN","Q1","over",1
"MADISON GLEN","Q1","under",0
"MADISON GLEN","Q2","accurate",2
"MADISON GLEN","Q2","over",1
"MADISON GLEN","Q2","under",2
"MADISON GLEN","Q3","accurate",2
"MADISON GLEN","Q3","over",2
"MADISON GLEN","Q3","under",2
"MADISON GLEN","Q4","accurate",2
"MADISON GLEN","Q4","over",1
"MADISON GLEN","Q4","under",2
"MAGNOLIA CREEK","Q1","accurate",10
"MAGNOLIA CREEK","Q1","over",7
"MAGNOLIA CREEK","Q1","under",0
"MAGNOLIA CREEK","Q2","accurate",7
"MAGNOLIA CREEK","Q2","over",9
"MAGNOLIA CREEK","Q2","under",1
"MAGNOLIA CREEK","Q3","accurate",10
"MAGNOLIA CREEK","Q3","over",5
"MAGNOLIA CREEK","Q3","under",0
"MAGNOLIA CREEK","Q4","accurate",5
"MAGNOLIA CREEK","Q4","over",0
"MAGNOLIA CREEK","Q4","under",11
"MAGNOLIA CREEK TOWNHOMES","Q1","accurate",7
"MAGNOLIA CREEK TOWNHOMES","Q1","over",7
"MAGNOLIA CREEK TOWNHOMES","Q1","under",0
"MAGNOLIA CREEK TOWNHOMES","Q2","accurate",12
"MAGNOLIA CREEK TOWNHOMES","Q2","over",0
"MAGNOLIA CREEK TOWNHOMES","Q2","under",0
"MAGNOLIA CREEK TOWNHOMES","Q3","accurate",13
"MAGNOLIA CREEK TOWNHOMES","Q3","over",0
"MAGNOLIA CREEK TOWNHOMES","Q3","under",0
"MAGNOLIA CREEK TOWNHOMES","Q4","accurate",7
"MAGNOLIA CREEK TOWNHOMES","Q4","over",0
"MAGNOLIA CREEK TOWNHOMES","Q4","under",6
"MAGNOLIA PLACE","Q1","accurate",4
"MAGNOLIA PLACE","Q1","over",5
"MAGNOLIA PLACE","Q1","under",0
"MAGNOLIA PLACE","Q2","accurate",6
"MAGNOLIA PLACE","Q2","over",2
"MAGNOLIA PLACE","Q2","under",0
"MAGNOLIA PLACE","Q3","accurate",6
"MAGNOLIA PLACE","Q3","over",0
"MAGNOLIA PLACE","Q3","under",2
"MAGNOLIA PLACE","Q4","accurate",4
"MAGNOLIA PLACE","Q4","over",0
"MAGNOLIA PLACE","Q4","under",4
"MAIDA VALE","Q1","accurate",0
"MAIDA VALE","Q1","over",3
"MAIDA VALE","Q1","under",0
"MAIDA VALE","Q2","accurate",0
"MAIDA VALE","Q2","over",2
"MAIDA VALE","Q2","under",1
"MAIDA VALE","Q3","accurate",1
"MAIDA VALE","Q3","over",0
"MAIDA VALE","Q3","under",2
"MAIDA VALE","Q4","accurate",3
"MAIDA VALE","Q4","over",0
"MAIDA VALE","Q4","under",0
"MAIN & ELM","Q1","accurate",2
"MAIN & ELM","Q1","over",2
"MAIN & ELM","Q1","under",0
"MAIN & ELM","Q2","accurate",3
"MAIN & ELM","Q2","over",0
"MAIN & ELM","Q2","under",0
"MAIN & ELM","Q3","accurate",1
"MAIN & ELM","Q3","over",1
"MAIN & ELM","Q3","under",1
"MAIN & ELM","Q4","accurate",3
"MAIN & ELM","Q4","over",0
"MAIN & ELM","Q4","under",1
"MANGUM 506","Q1","accurate",2
"MANGUM 506","Q1","over",0
"MANGUM 506","Q1","under",0
"MANGUM 506","Q2","accurate",0
"MANGUM 506","Q2","over",0
"MANGUM 506","Q2","under",1
"MANGUM 506","Q3","accurate",1
"MANGUM 506","Q3","over",0
"MANGUM 506","Q3","under",0
"MANGUM 506","Q4","accurate",1
"MANGUM 506","Q4","over",0
"MANGUM 506","Q4","under",0
"MANGUM FLATS CONDOS","Q1","accurate",2
"MANGUM FLATS CONDOS","Q1","over",2
"MANGUM FLATS CONDOS","Q1","under",3
"MANGUM FLATS CONDOS","Q2","accurate",0
"MANGUM FLATS CONDOS","Q2","over",4
"MANGUM FLATS CONDOS","Q2","under",2
"MANGUM FLATS CONDOS","Q3","accurate",3
"MANGUM FLATS CONDOS","Q3","over",1
"MANGUM FLATS CONDOS","Q3","under",2
"MANGUM FLATS CONDOS","Q4","accurate",3
"MANGUM FLATS CONDOS","Q4","over",0
"MANGUM FLATS CONDOS","Q4","under",3
"MARTIN LUTHER KG/HOPE VAL","Q1","accurate",12
"MARTIN LUTHER KG/HOPE VAL","Q1","over",29
"MARTIN LUTHER KG/HOPE VAL","Q1","under",2
"MARTIN LUTHER KG/HOPE VAL","Q2","accurate",12
"MARTIN LUTHER KG/HOPE VAL","Q2","over",20
"MARTIN LUTHER KG/HOPE VAL","Q2","under",11
"MARTIN LUTHER KG/HOPE VAL","Q3","accurate",17
"MARTIN LUTHER KG/HOPE VAL","Q3","over",7
"MARTIN LUTHER KG/HOPE VAL","Q3","under",19
"MARTIN LUTHER KG/HOPE VAL","Q4","accurate",10
"MARTIN LUTHER KG/HOPE VAL","Q4","over",7
"MARTIN LUTHER KG/HOPE VAL","Q4","under",26
"MARY HILL","Q1","accurate",4
"MARY HILL","Q1","over",3
"MARY HILL","Q1","under",0
"MARY HILL","Q2","accurate",4
"MARY HILL","Q2","over",3
"MARY HILL","Q2","under",0
"MARY HILL","Q3","accurate",3
"MARY HILL","Q3","over",2
"MARY HILL","Q3","under",2
"MARY HILL","Q4","accurate",1
"MARY HILL","Q4","over",2
"MARY HILL","Q4","under",4
"MARYWOOD","Q1","accurate",1
"MARYWOOD","Q1","over",1
"MARYWOOD","Q1","under",0
"MARYWOOD","Q2","accurate",1
"MARYWOOD","Q2","over",0
"MARYWOOD","Q2","under",0
"MARYWOOD","Q3","accurate",1
"MARYWOOD","Q3","over",0
"MARYWOOD","Q3","under",0
"MARYWOOD","Q4","accurate",0
"MARYWOOD","Q4","over",0
"MARYWOOD","Q4","under",1
"MCKENZIE PLACE TWNHM","Q1","accurate",2
"MCKENZIE PLACE TWNHM","Q1","over",0
"MCKENZIE PLACE TWNHM","Q1","under",0
"MCKENZIE PLACE TWNHM","Q2","accurate",1
"MCKENZIE PLACE TWNHM","Q2","over",0
"MCKENZIE PLACE TWNHM","Q2","under",0
"MCKENZIE PLACE TWNHM","Q3","accurate",1
"MCKENZIE PLACE TWNHM","Q3","over",0
"MCKENZIE PLACE TWNHM","Q3","under",0
"MCKENZIE PLACE TWNHM","Q4","accurate",2
"MCKENZIE PLACE TWNHM","Q4","over",0
"MCKENZIE PLACE TWNHM","Q4","under",0
"MEADOWS AT TWIN LAKES","Q1","accurate",13
"MEADOWS AT TWIN LAKES","Q1","over",7
"MEADOWS AT TWIN LAKES","Q1","under",0
"MEADOWS AT TWIN LAKES","Q2","accurate",18
"MEADOWS AT TWIN LAKES","Q2","over",2
"MEADOWS AT TWIN LAKES","Q2","under",0
"MEADOWS AT TWIN LAKES","Q3","accurate",16
"MEADOWS AT TWIN LAKES","Q3","over",0
"MEADOWS AT TWIN LAKES","Q3","under",2
"MEADOWS AT TWIN LAKES","Q4","accurate",16
"MEADOWS AT TWIN LAKES","Q4","over",1
"MEADOWS AT TWIN LAKES","Q4","under",3
"MELBERRY PARK TOWNS","Q1","accurate",8
"MELBERRY PARK TOWNS","Q1","over",6
"MELBERRY PARK TOWNS","Q1","under",0
"MELBERRY PARK TOWNS","Q2","accurate",13
"MELBERRY PARK TOWNS","Q2","over",0
"MELBERRY PARK TOWNS","Q2","under",0
"MELBERRY PARK TOWNS","Q3","accurate",12
"MELBERRY PARK TOWNS","Q3","over",0
"MELBERRY PARK TOWNS","Q3","under",1
"MELBERRY PARK TOWNS","Q4","accurate",7
"MELBERRY PARK TOWNS","Q4","over",0
"MELBERRY PARK TOWNS","Q4","under",7
"MERIDAN TOWNHOMES","Q1","accurate",3
"MERIDAN TOWNHOMES","Q1","over",4
"MERIDAN TOWNHOMES","Q1","under",0
"MERIDAN TOWNHOMES","Q2","accurate",3
"MERIDAN TOWNHOMES","Q2","over",2
"MERIDAN TOWNHOMES","Q2","under",1
"MERIDAN TOWNHOMES","Q3","accurate",4
"MERIDAN TOWNHOMES","Q3","over",0
"MERIDAN TOWNHOMES","Q3","under",2
"MERIDAN TOWNHOMES","Q4","accurate",3
"MERIDAN TOWNHOMES","Q4","over",0
"MERIDAN TOWNHOMES","Q4","under",4
"MIAMI & PLEASENT","Q1","accurate",6
"MIAMI & PLEASENT","Q1","over",14
"MIAMI & PLEASENT","Q1","under",0
"MIAMI & PLEASENT","Q2","accurate",10
"MIAMI & PLEASENT","Q2","over",3
"MIAMI & PLEASENT","Q2","under",7
"MIAMI & PLEASENT","Q3","accurate",13
"MIAMI & PLEASENT","Q3","over",1
"MIAMI & PLEASENT","Q3","under",6
"MIAMI & PLEASENT","Q4","accurate",12
"MIAMI & PLEASENT","Q4","over",2
"MIAMI & PLEASENT","Q4","under",6
"MIAMI AND 70 RESIDENTIAL","Q1","accurate",6
"MIAMI AND 70 RESIDENTIAL","Q1","over",14
"MIAMI AND 70 RESIDENTIAL","Q1","under",2
"MIAMI AND 70 RESIDENTIAL","Q2","accurate",8
"MIAMI AND 70 RESIDENTIAL","Q2","over",8
"MIAMI AND 70 RESIDENTIAL","Q2","under",6
"MIAMI AND 70 RESIDENTIAL","Q3","accurate",4
"MIAMI AND 70 RESIDENTIAL","Q3","over",4
"MIAMI AND 70 RESIDENTIAL","Q3","under",13
"MIAMI AND 70 RESIDENTIAL","Q4","accurate",6
"MIAMI AND 70 RESIDENTIAL","Q4","over",6
"MIAMI AND 70 RESIDENTIAL","Q4","under",10
"MILAN WOODS","Q1","accurate",3
"MILAN WOODS","Q1","over",7
"MILAN WOODS","Q1","under",0
"MILAN WOODS","Q2","accurate",7
"MILAN WOODS","Q2","over",2
"MILAN WOODS","Q2","under",0
"MILAN WOODS","Q3","accurate",8
"MILAN WOODS","Q3","over",0
"MILAN WOODS","Q3","under",1
"MILAN WOODS","Q4","accurate",3
"MILAN WOODS","Q4","over",2
"MILAN WOODS","Q4","under",4
"MOREHEAD","Q1","accurate",3
"MOREHEAD","Q1","over",0
"MOREHEAD","Q1","under",0
"MOREHEAD","Q2","accurate",0
"MOREHEAD","Q2","over",0
"MOREHEAD","Q2","under",0
"MOREHEAD","Q3","accurate",2
"MOREHEAD","Q3","over",0
"MOREHEAD","Q3","under",0
"MOREHEAD","Q4","accurate",1
"MOREHEAD","Q4","over",0
"MOREHEAD","Q4","under",0
"MORNINGSIDE","Q1","accurate",1
"MORNINGSIDE","Q1","over",1
"MORNINGSIDE","Q1","under",0
"MORNINGSIDE","Q2","accurate",0
"MORNINGSIDE","Q2","over",0
"MORNINGSIDE","Q2","under",1
"MORNINGSIDE","Q3","accurate",2
"MORNINGSIDE","Q3","over",0
"MORNINGSIDE","Q3","under",0
"MORNINGSIDE","Q4","accurate",1
"MORNINGSIDE","Q4","over",0
"MORNINGSIDE","Q4","under",0
"MSY CHAPEL/751","Q1","accurate",1
"MSY CHAPEL/751","Q1","over",0
"MSY CHAPEL/751","Q1","under",1
"MSY CHAPEL/751","Q2","accurate",1
"MSY CHAPEL/751","Q2","over",0
"MSY CHAPEL/751","Q2","under",0
"MSY CHAPEL/751","Q3","accurate",0
"MSY CHAPEL/751","Q3","over",0
"MSY CHAPEL/751","Q3","under",1
"MSY CHAPEL/751","Q4","accurate",1
"MSY CHAPEL/751","Q4","over",1
"MSY CHAPEL/751","Q4","under",0
"MUIRFIELD VLG TWNHMS","Q1","accurate",4
"MUIRFIELD VLG TWNHMS","Q1","over",1
"MUIRFIELD VLG TWNHMS","Q1","under",0
"MUIRFIELD VLG TWNHMS","Q2","accurate",5
"MUIRFIELD VLG TWNHMS","Q2","over",0
"MUIRFIELD VLG TWNHMS","Q2","under",0
"MUIRFIELD VLG TWNHMS","Q3","accurate",3
"MUIRFIELD VLG TWNHMS","Q3","over",0
"MUIRFIELD VLG TWNHMS","Q3","under",0
"MUIRFIELD VLG TWNHMS","Q4","accurate",2
"MUIRFIELD VLG TWNHMS","Q4","over",0
"MUIRFIELD VLG TWNHMS","Q4","under",2
"N FREEMAN W FLETCHERS","Q1","accurate",0
"N FREEMAN W FLETCHERS","Q1","over",13
"N FREEMAN W FLETCHERS","Q1","under",1
"N FREEMAN W FLETCHERS","Q2","accurate",3
"N FREEMAN W FLETCHERS","Q2","over",6
"N FREEMAN W FLETCHERS","Q2","under",2
"N FREEMAN W FLETCHERS","Q3","accurate",5
"N FREEMAN W FLETCHERS","Q3","over",1
"N FREEMAN W FLETCHERS","Q3","under",5
"N FREEMAN W FLETCHERS","Q4","accurate",3
"N FREEMAN W FLETCHERS","Q4","over",0
"N FREEMAN W FLETCHERS","Q4","under",9
"NE ROXBORO & I-85","Q1","accurate",5
"NE ROXBORO & I-85","Q1","over",61
"NE ROXBORO & I-85","Q1","under",3
"NE ROXBORO & I-85","Q2","accurate",27
"NE ROXBORO & I-85","Q2","over",22
"NE ROXBORO & I-85","Q2","under",21
"NE ROXBORO & I-85","Q3","accurate",16
"NE ROXBORO & I-85","Q3","over",12
"NE ROXBORO & I-85","Q3","under",39
"NE ROXBORO & I-85","Q4","accurate",25
"NE ROXBORO & I-85","Q4","over",12
"NE ROXBORO & I-85","Q4","under",32
"NEW SUBDIVISION","Q1","accurate",13
"NEW SUBDIVISION","Q1","over",10
"NEW SUBDIVISION","Q1","under",0
"NEW SUBDIVISION","Q2","accurate",15
"NEW SUBDIVISION","Q2","over",0
"NEW SUBDIVISION","Q2","under",9
"NEW SUBDIVISION","Q3","accurate",21
"NEW SUBDIVISION","Q3","over",0
"NEW SUBDIVISION","Q3","under",1
"NEW SUBDIVISION","Q4","accurate",23
"NEW SUBDIVISION","Q4","over",0
"NEW SUBDIVISION","Q4","under",0
"NICHOLS FARM","Q1","accurate",9
"NICHOLS FARM","Q1","over",9
"NICHOLS FARM","Q1","under",2
"NICHOLS FARM","Q2","accurate",11
"NICHOLS FARM","Q2","over",6
"NICHOLS FARM","Q2","under",2
"NICHOLS FARM","Q3","accurate",17
"NICHOLS FARM","Q3","over",1
"NICHOLS FARM","Q3","under",1
"NICHOLS FARM","Q4","accurate",10
"NICHOLS FARM","Q4","over",0
"NICHOLS FARM","Q4","under",9
"NORTH DURHAM UTILITIES","Q1","accurate",2
"NORTH DURHAM UTILITIES","Q1","over",0
"NORTH DURHAM UTILITIES","Q1","under",0
"NORTH DURHAM UTILITIES","Q2","accurate",0
"NORTH DURHAM UTILITIES","Q2","over",1
"NORTH DURHAM UTILITIES","Q2","under",0
"NORTH DURHAM UTILITIES","Q3","accurate",0
"NORTH DURHAM UTILITIES","Q3","over",0
"NORTH DURHAM UTILITIES","Q3","under",1
"NORTH DURHAM UTILITIES","Q4","accurate",0
"NORTH DURHAM UTILITIES","Q4","over",0
"NORTH DURHAM UTILITIES","Q4","under",1
"NORTH FORK","Q1","accurate",0
"NORTH FORK","Q1","over",1
"NORTH FORK","Q1","under",1
"NORTH FORK","Q2","accurate",1
"NORTH FORK","Q2","over",1
"NORTH FORK","Q2","under",0
"NORTH FORK","Q3","accurate",1
"NORTH FORK","Q3","over",0
"NORTH FORK","Q3","under",1
"NORTH FORK","Q4","accurate",1
"NORTH FORK","Q4","over",0
"NORTH FORK","Q4","under",1
"NORTH I40 RURAL","Q1","accurate",2
"NORTH I40 RURAL","Q1","over",2
"NORTH I40 RURAL","Q1","under",0
"NORTH I40 RURAL","Q2","accurate",1
"NORTH I40 RURAL","Q2","over",0
"NORTH I40 RURAL","Q2","under",2
"NORTH I40 RURAL","Q3","accurate",0
"NORTH I40 RURAL","Q3","over",1
"NORTH I40 RURAL","Q3","under",2
"NORTH I40 RURAL","Q4","accurate",3
"NORTH I40 RURAL","Q4","over",0
"NORTH I40 RURAL","Q4","under",0
"NORTHERN HS CITY","Q1","accurate",4
"NORTHERN HS CITY","Q1","over",6
"NORTHERN HS CITY","Q1","under",1
"NORTHERN HS CITY","Q2","accurate",3
"NORTHERN HS CITY","Q2","over",2
"NORTHERN HS CITY","Q2","under",5
"NORTHERN HS CITY","Q3","accurate",4
"NORTHERN HS CITY","Q3","over",3
"NORTHERN HS CITY","Q3","under",3
"NORTHERN HS CITY","Q4","accurate",5
"NORTHERN HS CITY","Q4","over",3
"NORTHERN HS CITY","Q4","under",3
"NORTHERN HS RESIDENTIAL","Q1","accurate",4
"NORTHERN HS RESIDENTIAL","Q1","over",9
"NORTHERN HS RESIDENTIAL","Q1","under",2
"NORTHERN HS RESIDENTIAL","Q2","accurate",10
"NORTHERN HS RESIDENTIAL","Q2","over",1
"NORTHERN HS RESIDENTIAL","Q2","under",2
"NORTHERN HS RESIDENTIAL","Q3","accurate",6
"NORTHERN HS RESIDENTIAL","Q3","over",3
"NORTHERN HS RESIDENTIAL","Q3","under",5
"NORTHERN HS RESIDENTIAL","Q4","accurate",5
"NORTHERN HS RESIDENTIAL","Q4","over",3
"NORTHERN HS RESIDENTIAL","Q4","under",6
"OAK FOREST","Q1","accurate",2
"OAK FOREST","Q1","over",0
"OAK FOREST","Q1","under",0
"OAK FOREST","Q2","accurate",2
"OAK FOREST","Q2","over",0
"OAK FOREST","Q2","under",0
"OAK FOREST","Q3","accurate",0
"OAK FOREST","Q3","over",0
"OAK FOREST","Q3","under",1
"OAK FOREST","Q4","accurate",1
"OAK FOREST","Q4","over",1
"OAK FOREST","Q4","under",0
"OAKHAURST/LAKEHURST","Q1","accurate",5
"OAKHAURST/LAKEHURST","Q1","over",2
"OAKHAURST/LAKEHURST","Q1","under",0
"OAKHAURST/LAKEHURST","Q2","accurate",5
"OAKHAURST/LAKEHURST","Q2","over",1
"OAKHAURST/LAKEHURST","Q2","under",1
