"name_2","N_SALES_QUARTILE","N_OVER_UNDER","count"
"COLONY HILL CONDOS","Q2","over",0
"COLONY HILL CONDOS","Q2","under",1
"COLONY HILL CONDOS","Q3","accurate",2
"COLONY HILL CONDOS","Q3","over",0
"COLONY HILL CONDOS","Q3","under",0
"COLONY HILL CONDOS","Q4","accurate",0
"COLONY HILL CONDOS","Q4","over",1
"COLONY HILL CONDOS","Q4","under",1
"COLONY PARK","Q1","accurate",1
"COLONY PARK","Q1","over",4
"COLONY PARK","Q1","under",0
"COLONY PARK","Q2","accurate",2
"COLONY PARK","Q2","over",3
"COLONY PARK","Q2","under",0
"COLONY PARK","Q3","accurate",2
"COLONY PARK","Q3","over",1
"COLONY PARK","Q3","under",1
"COLONY PARK","Q4","accurate",1
"COLONY PARK","Q4","over",0
"COLONY PARK","Q4","under",4
"COLONY WOODS","Q1","accurate",0
"COLONY WOODS","Q1","over",5
"COLONY WOODS","Q1","under",0
"COLONY WOODS","Q2","accurate",3
"COLONY WOODS","Q2","over",1
"COLONY WOODS","Q2","under",1
"COLONY WOODS","Q3","accurate",3
"COLONY WOODS","Q3","over",1
"COLONY WOODS","Q3","under",1
"COLONY WOODS","Q4","accurate",5
"COLONY WOODS","Q4","over",0
"COLONY WOODS","Q4","under",0
"COLVARD FARMS","Q1","accurate",1
"COLVARD FARMS","Q1","over",2
"COLVARD FARMS","Q1","under",0
"COLVARD FARMS","Q2","accurate",1
"COLVARD FARMS","Q2","over",1
"COLVARD FARMS","Q2","under",0
"COLVARD FARMS","Q3","accurate",0
"COLVARD FARMS","Q3","over",0
"COLVARD FARMS","Q3","under",2
"COLVARD FARMS","Q4","accurate",2
"COLVARD FARMS","Q4","over",0
"COLVARD FARMS","Q4","under",0
"COPLEY FARMS","Q1","accurate",3
"COPLEY FARMS","Q1","over",8
"COPLEY FARMS","Q1","under",0
"COPLEY FARMS","Q2","accurate",8
"COPLEY FARMS","Q2","over",2
"COPLEY FARMS","Q2","under",0
"COPLEY FARMS","Q3","accurate",10
"COPLEY FARMS","Q3","over",0
"COPLEY FARMS","Q3","under",0
"COPLEY FARMS","Q4","accurate",6
"COPLEY FARMS","Q4","over",0
"COPLEY FARMS","Q4","under",5
"COPLEY FARMS TWNHMS","Q1","accurate",11
"COPLEY FARMS TWNHMS","Q1","over",1
"COPLEY FARMS TWNHMS","Q1","under",0
"COPLEY FARMS TWNHMS","Q2","accurate",8
"COPLEY FARMS TWNHMS","Q2","over",1
"COPLEY FARMS TWNHMS","Q2","under",2
"COPLEY FARMS TWNHMS","Q3","accurate",6
"COPLEY FARMS TWNHMS","Q3","over",0
"COPLEY FARMS TWNHMS","Q3","under",5
"COPLEY FARMS TWNHMS","Q4","accurate",5
"COPLEY FARMS TWNHMS","Q4","over",1
"COPLEY FARMS TWNHMS","Q4","under",5
"COPPER CREEK","Q1","accurate",3
"COPPER CREEK","Q1","over",5
"COPPER CREEK","Q1","under",0
"COPPER CREEK","Q2","accurate",7
"COPPER CREEK","Q2","over",1
"COPPER CREEK","Q2","under",0
"COPPER CREEK","Q3","accurate",7
"COPPER CREEK","Q3","over",0
"COPPER CREEK","Q3","under",1
"COPPER CREEK","Q4","accurate",5
"COPPER CREEK","Q4","over",0
"COPPER CREEK","Q4","under",3
"CORNERS @ BRIER CRK TNHMS","Q1","accurate",3
"CORNERS @ BRIER CRK TNHMS","Q1","over",0
"CORNERS @ BRIER CRK TNHMS","Q1","under",0
"CORNERS @ BRIER CRK TNHMS","Q2","accurate",2
"CORNERS @ BRIER CRK TNHMS","Q2","over",0
"CORNERS @ BRIER CRK TNHMS","Q2","under",0
"CORNERS @ BRIER CRK TNHMS","Q3","accurate",2
"CORNERS @ BRIER CRK TNHMS","Q3","over",0
"CORNERS @ BRIER CRK TNHMS","Q3","under",0
"CORNERS @ BRIER CRK TNHMS","Q4","accurate",2
"CORNERS @ BRIER CRK TNHMS","Q4","over",0
"CORNERS @ BRIER CRK TNHMS","Q4","under",0
"COUNTRY CLUB","Q1","accurate",4
"COUNTRY CLUB","Q1","over",10
"COUNTRY CLUB","Q1","under",4
"COUNTRY CLUB","Q2","accurate",9
"COUNTRY CLUB","Q2","over",5
"COUNTRY CLUB","Q2","under",4
"COUNTRY CLUB","Q3","accurate",8
"COUNTRY CLUB","Q3","over",4
"COUNTRY CLUB","Q3","under",5
"COUNTRY CLUB","Q4","accurate",4
"COUNTRY CLUB","Q4","over",2
"COUNTRY CLUB","Q4","under",12
"COUNTRY KNOLL","Q1","accurate",1
"COUNTRY KNOLL","Q1","over",1
"COUNTRY KNOLL","Q1","under",0
"COUNTRY KNOLL","Q2","accurate",1
"COUNTRY KNOLL","Q2","over",1
"COUNTRY KNOLL","Q2","under",0
"COUNTRY KNOLL","Q3","accurate",0
"COUNTRY KNOLL","Q3","over",1
"COUNTRY KNOLL","Q3","under",0
"COUNTRY KNOLL","Q4","accurate",2
"COUNTRY KNOLL","Q4","over",0
"COUNTRY KNOLL","Q4","under",0
"COUNTY LINE N. DUR/CH&11B","Q1","accurate",2
"COUNTY LINE N. DUR/CH&11B","Q1","over",13
"COUNTY LINE N. DUR/CH&11B","Q1","under",2
"COUNTY LINE N. DUR/CH&11B","Q2","accurate",8
"COUNTY LINE N. DUR/CH&11B","Q2","over",5
"COUNTY LINE N. DUR/CH&11B","Q2","under",4
"COUNTY LINE N. DUR/CH&11B","Q3","accurate",7
"COUNTY LINE N. DUR/CH&11B","Q3","over",3
"COUNTY LINE N. DUR/CH&11B","Q3","under",6
"COUNTY LINE N. DUR/CH&11B","Q4","accurate",3
"COUNTY LINE N. DUR/CH&11B","Q4","over",2
"COUNTY LINE N. DUR/CH&11B","Q4","under",12
"COURTNEY CREEK TOWNHOMES","Q1","accurate",3
"COURTNEY CREEK TOWNHOMES","Q1","over",6
"COURTNEY CREEK TOWNHOMES","Q1","under",0
"COURTNEY CREEK TOWNHOMES","Q2","accurate",3
"COURTNEY CREEK TOWNHOMES","Q2","over",4
"COURTNEY CREEK TOWNHOMES","Q2","under",2
"COURTNEY CREEK TOWNHOMES","Q3","accurate",3
"COURTNEY CREEK TOWNHOMES","Q3","over",0
"COURTNEY CREEK TOWNHOMES","Q3","under",4
"COURTNEY CREEK TOWNHOMES","Q4","accurate",1
"COURTNEY CREEK TOWNHOMES","Q4","over",0
"COURTNEY CREEK TOWNHOMES","Q4","under",8
"COURTYARDS AT SOUTHPOINT","Q1","accurate",8
"COURTYARDS AT SOUTHPOINT","Q1","over",6
"COURTYARDS AT SOUTHPOINT","Q1","under",1
"COURTYARDS AT SOUTHPOINT","Q2","accurate",8
"COURTYARDS AT SOUTHPOINT","Q2","over",4
"COURTYARDS AT SOUTHPOINT","Q2","under",3
"COURTYARDS AT SOUTHPOINT","Q3","accurate",5
"COURTYARDS AT SOUTHPOINT","Q3","over",2
"COURTYARDS AT SOUTHPOINT","Q3","under",7
"COURTYARDS AT SOUTHPOINT","Q4","accurate",6
"COURTYARDS AT SOUTHPOINT","Q4","over",1
"COURTYARDS AT SOUTHPOINT","Q4","under",8
"CREEKSIDE","Q1","accurate",2
"CREEKSIDE","Q1","over",3
"CREEKSIDE","Q1","under",0
"CREEKSIDE","Q2","accurate",5
"CREEKSIDE","Q2","over",0
"CREEKSIDE","Q2","under",0
"CREEKSIDE","Q3","accurate",3
"CREEKSIDE","Q3","over",0
"CREEKSIDE","Q3","under",1
"CREEKSIDE","Q4","accurate",0
"CREEKSIDE","Q4","over",2
"CREEKSIDE","Q4","under",3
"CREEKSIDE AT BETHPAGE","Q1","accurate",9
"CREEKSIDE AT BETHPAGE","Q1","over",0
"CREEKSIDE AT BETHPAGE","Q1","under",0
"CREEKSIDE AT BETHPAGE","Q2","accurate",5
"CREEKSIDE AT BETHPAGE","Q2","over",3
"CREEKSIDE AT BETHPAGE","Q2","under",0
"CREEKSIDE AT BETHPAGE","Q3","accurate",2
"CREEKSIDE AT BETHPAGE","Q3","over",3
"CREEKSIDE AT BETHPAGE","Q3","under",3
"CREEKSIDE AT BETHPAGE","Q4","accurate",0
"CREEKSIDE AT BETHPAGE","Q4","over",0
"CREEKSIDE AT BETHPAGE","Q4","under",8
"CREEKSIDE COMMONS","Q1","accurate",5
"CREEKSIDE COMMONS","Q1","over",3
"CREEKSIDE COMMONS","Q1","under",0
"CREEKSIDE COMMONS","Q2","accurate",7
"CREEKSIDE COMMONS","Q2","over",1
"CREEKSIDE COMMONS","Q2","under",0
"CREEKSIDE COMMONS","Q3","accurate",6
"CREEKSIDE COMMONS","Q3","over",0
"CREEKSIDE COMMONS","Q3","under",1
"CREEKSIDE COMMONS","Q4","accurate",5
"CREEKSIDE COMMONS","Q4","over",0
"CREEKSIDE COMMONS","Q4","under",3
"CRESSET OVERLOOK","Q1","accurate",5
"CRESSET OVERLOOK","Q1","over",4
"CRESSET OVERLOOK","Q1","under",0
"CRESSET OVERLOOK","Q2","accurate",9
"CRESSET OVERLOOK","Q2","over",0
"CRESSET OVERLOOK","Q2","under",0
"CRESSET OVERLOOK","Q3","accurate",6
"CRESSET OVERLOOK","Q3","over",1
"CRESSET OVERLOOK","Q3","under",2
"CRESSET OVERLOOK","Q4","accurate",4
"CRESSET OVERLOOK","Q4","over",1
"CRESSET OVERLOOK","Q4","under",4
"CREST ST","Q1","accurate",1
"CREST ST","Q1","over",2
"CREST ST","Q1","under",0
"CREST ST","Q2","accurate",1
"CREST ST","Q2","over",1
"CREST ST","Q2","under",0
"CREST ST","Q3","accurate",2
"CREST ST","Q3","over",0
"CREST ST","Q3","under",0
"CREST ST","Q4","accurate",0
"CREST ST","Q4","over",1
"CREST ST","Q4","under",2
"CROASDAILE","Q1","accurate",6
"CROASDAILE","Q1","over",15
"CROASDAILE","Q1","under",2
"CROASDAILE","Q2","accurate",10
"CROASDAILE","Q2","over",4
"CROASDAILE","Q2","under",8
"CROASDAILE","Q3","accurate",7
"CROASDAILE","Q3","over",8
"CROASDAILE","Q3","under",7
"CROASDAILE","Q4","accurate",7
"CROASDAILE","Q4","over",1
"CROASDAILE","Q4","under",14
"CROASDAILE FARM SEC. 1","Q1","accurate",3
"CROASDAILE FARM SEC. 1","Q1","over",1
"CROASDAILE FARM SEC. 1","Q1","under",0
"CROASDAILE FARM SEC. 1","Q2","accurate",2
"CROASDAILE FARM SEC. 1","Q2","over",1
"CROASDAILE FARM SEC. 1","Q2","under",0
"CROASDAILE FARM SEC. 1","Q3","accurate",2
"CROASDAILE FARM SEC. 1","Q3","over",0
"CROASDAILE FARM SEC. 1","Q3","under",1
"CROASDAILE FARM SEC. 1","Q4","accurate",2
"CROASDAILE FARM SEC. 1","Q4","over",0
"CROASDAILE FARM SEC. 1","Q4","under",2
"CROSS TIMBERS","Q1","accurate",2
"CROSS TIMBERS","Q1","over",4
"CROSS TIMBERS","Q1","under",0
"CROSS TIMBERS","Q2","accurate",4
"CROSS TIMBERS","Q2","over",1
"CROSS TIMBERS","Q2","under",0
"CROSS TIMBERS","Q3","accurate",5
"CROSS TIMBERS","Q3","over",0
"CROSS TIMBERS","Q3","under",0
"CROSS TIMBERS","Q4","accurate",5
"CROSS TIMBERS","Q4","over",1
"CROSS TIMBERS","Q4","under",0
"CROWN POINTE","Q1","accurate",1
"CROWN POINTE","Q1","over",3
"CROWN POINTE","Q1","under",0
"CROWN POINTE","Q2","accurate",3
"CROWN POINTE","Q2","over",0
"CROWN POINTE","Q2","under",0
"CROWN POINTE","Q3","accurate",1
"CROWN POINTE","Q3","over",0
"CROWN POINTE","Q3","under",2
"CROWN POINTE","Q4","accurate",3
"CROWN POINTE","Q4","over",0
"CROWN POINTE","Q4","under",0
"CRYSTAL LAKE TWNHMS","Q1","accurate",2
"CRYSTAL LAKE TWNHMS","Q1","over",4
"CRYSTAL LAKE TWNHMS","Q1","under",0
"CRYSTAL LAKE TWNHMS","Q2","accurate",3
"CRYSTAL LAKE TWNHMS","Q2","over",2
"CRYSTAL LAKE TWNHMS","Q2","under",1
"CRYSTAL LAKE TWNHMS","Q3","accurate",5
"CRYSTAL LAKE TWNHMS","Q3","over",0
"CRYSTAL LAKE TWNHMS","Q3","under",0
"CRYSTAL LAKE TWNHMS","Q4","accurate",4
"CRYSTAL LAKE TWNHMS","Q4","over",0
"CRYSTAL LAKE TWNHMS","Q4","under",2
"CRYSTAL MEADOWS","Q1","accurate",0
"CRYSTAL MEADOWS","Q1","over",9
"CRYSTAL MEADOWS","Q1","under",0
"CRYSTAL MEADOWS","Q2","accurate",6
"CRYSTAL MEADOWS","Q2","over",2
"CRYSTAL MEADOWS","Q2","under",0
"CRYSTAL MEADOWS","Q3","accurate",2
"CRYSTAL MEADOWS","Q3","over",1
"CRYSTAL MEADOWS","Q3","under",5
"CRYSTAL MEADOWS","Q4","accurate",1
"CRYSTAL MEADOWS","Q4","over",0
"CRYSTAL MEADOWS","Q4","under",7
"CRYSTAL PINES 2","Q1","accurate",3
"CRYSTAL PINES 2","Q1","over",9
"CRYSTAL PINES 2","Q1","under",0
"CRYSTAL PINES 2","Q2","accurate",10
"CRYSTAL PINES 2","Q2","over",2
"CRYSTAL PINES 2","Q2","under",0
"CRYSTAL PINES 2","Q3","accurate",9
"CRYSTAL PINES 2","Q3","over",1
"CRYSTAL PINES 2","Q3","under",1
"CRYSTAL PINES 2","Q4","accurate",10
"CRYSTAL PINES 2","Q4","over",0
"CRYSTAL PINES 2","Q4","under",2
"CRYSTAL PINES TOWNHOMES","Q1","accurate",0
"CRYSTAL PINES TOWNHOMES","Q1","over",2
"CRYSTAL PINES TOWNHOMES","Q1","under",0
"CRYSTAL PINES TOWNHOMES","Q2","accurate",2
"CRYSTAL PINES TOWNHOMES","Q2","over",0
"CRYSTAL PINES TOWNHOMES","Q2","under",0
"CRYSTAL PINES TOWNHOMES","Q3","accurate",2
"CRYSTAL PINES TOWNHOMES","Q3","over",0
"CRYSTAL PINES TOWNHOMES","Q3","under",0
"CRYSTAL PINES TOWNHOMES","Q4","accurate",2
"CRYSTAL PINES TOWNHOMES","Q4","over",0
"CRYSTAL PINES TOWNHOMES","Q4","under",0
"DAIRY POND","Q1","accurate",0
"DAIRY POND","Q1","over",2
"DAIRY POND","Q1","under",0
"DAIRY POND","Q2","accurate",1
"DAIRY POND","Q2","over",1
"DAIRY POND","Q2","under",0
"DAIRY POND","Q3","accurate",2
"DAIRY POND","Q3","over",0
"DAIRY POND","Q3","under",0
"DAIRY POND","Q4","accurate",1
"DAIRY POND","Q4","over",0
"DAIRY POND","Q4","under",1
"DANIELS FARM","Q1","accurate",2
"DANIELS FARM","Q1","over",1
"DANIELS FARM","Q1","under",0
"DANIELS FARM","Q2","accurate",1
"DANIELS FARM","Q2","over",1
"DANIELS FARM","Q2","under",0
"DANIELS FARM","Q3","accurate",1
"DANIELS FARM","Q3","over",1
"DANIELS FARM","Q3","under",0
"DANIELS FARM","Q4","accurate",0
"DANIELS FARM","Q4","over",0
"DANIELS FARM","Q4","under",3
"DAVIS PARK TOWNHOMES","Q1","accurate",1
"DAVIS PARK TOWNHOMES","Q1","over",6
"DAVIS PARK TOWNHOMES","Q1","under",0
"DAVIS PARK TOWNHOMES","Q2","accurate",4
"DAVIS PARK TOWNHOMES","Q2","over",2
"DAVIS PARK TOWNHOMES","Q2","under",1
"DAVIS PARK TOWNHOMES","Q3","accurate",5
"DAVIS PARK TOWNHOMES","Q3","over",0
"DAVIS PARK TOWNHOMES","Q3","under",2
"DAVIS PARK TOWNHOMES","Q4","accurate",2
"DAVIS PARK TOWNHOMES","Q4","over",0
"DAVIS PARK TOWNHOMES","Q4","under",5
"DAVIS PARK/FINSBRY","Q1","accurate",5
"DAVIS PARK/FINSBRY","Q1","over",7
"DAVIS PARK/FINSBRY","Q1","under",0
"DAVIS PARK/FINSBRY","Q2","accurate",8
"DAVIS PARK/FINSBRY","Q2","over",3
"DAVIS PARK/FINSBRY","Q2","under",0
"DAVIS PARK/FINSBRY","Q3","accurate",9
"DAVIS PARK/FINSBRY","Q3","over",2
"DAVIS PARK/FINSBRY","Q3","under",0
"DAVIS PARK/FINSBRY","Q4","accurate",4
"DAVIS PARK/FINSBRY","Q4","over",0
"DAVIS PARK/FINSBRY","Q4","under",8
"DENFIELD AND MONK","Q1","accurate",0
"DENFIELD AND MONK","Q1","over",7
"DENFIELD AND MONK","Q1","under",0
"DENFIELD AND MONK","Q2","accurate",2
"DENFIELD AND MONK","Q2","over",4
"DENFIELD AND MONK","Q2","under",0
"DENFIELD AND MONK","Q3","accurate",1
"DENFIELD AND MONK","Q3","over",1
"DENFIELD AND MONK","Q3","under",4
"DENFIELD AND MONK","Q4","accurate",2
"DENFIELD AND MONK","Q4","over",0
"DENFIELD AND MONK","Q4","under",4
"DOGWOOD POINTE","Q1","accurate",8
"DOGWOOD POINTE","Q1","over",4
"DOGWOOD POINTE","Q1","under",0
"DOGWOOD POINTE","Q2","accurate",11
"DOGWOOD POINTE","Q2","over",0
"DOGWOOD POINTE","Q2","under",0
"DOGWOOD POINTE","Q3","accurate",11
"DOGWOOD POINTE","Q3","over",0
"DOGWOOD POINTE","Q3","under",0
"DOGWOOD POINTE","Q4","accurate",5
"DOGWOOD POINTE","Q4","over",0
"DOGWOOD POINTE","Q4","under",6
"DOWNING CREEK","Q1","accurate",0
"DOWNING CREEK","Q1","over",5
"DOWNING CREEK","Q1","under",0
"DOWNING CREEK","Q2","accurate",5
"DOWNING CREEK","Q2","over",0
"DOWNING CREEK","Q2","under",0
"DOWNING CREEK","Q3","accurate",4
"DOWNING CREEK","Q3","over",0
"DOWNING CREEK","Q3","under",0
"DOWNING CREEK","Q4","accurate",1
"DOWNING CREEK","Q4","over",0
"DOWNING CREEK","Q4","under",4
"DOWNING CREEK/BRDF PI","Q1","accurate",4
"DOWNING CREEK/BRDF PI","Q1","over",4
"DOWNING CREEK/BRDF PI","Q1","under",0
"DOWNING CREEK/BRDF PI","Q2","accurate",5
"DOWNING CREEK/BRDF PI","Q2","over",2
"DOWNING CREEK/BRDF PI","Q2","under",0
"DOWNING CREEK/BRDF PI","Q3","accurate",6
"DOWNING CREEK/BRDF PI","Q3","over",0
"DOWNING CREEK/BRDF PI","Q3","under",1
"DOWNING CREEK/BRDF PI","Q4","accurate",5
"DOWNING CREEK/BRDF PI","Q4","over",0
"DOWNING CREEK/BRDF PI","Q4","under",2
"DRHM CENT PRK","Q1","accurate",1
"DRHM CENT PRK","Q1","over",1
"DRHM CENT PRK","Q1","under",1
"DRHM CENT PRK","Q2","accurate",3
"DRHM CENT PRK","Q2","over",1
"DRHM CENT PRK","Q2","under",0
"DRHM CENT PRK","Q3","accurate",1
"DRHM CENT PRK","Q3","over",0
"DRHM CENT PRK","Q3","under",0
"DRHM CENT PRK","Q4","accurate",2
"DRHM CENT PRK","Q4","over",0
"DRHM CENT PRK","Q4","under",1
"DUKE PARK","Q1","accurate",6
"DUKE PARK","Q1","over",5
"DUKE PARK","Q1","under",2
"DUKE PARK","Q2","accurate",7
"DUKE PARK","Q2","over",3
"DUKE PARK","Q2","under",3
"DUKE PARK","Q3","accurate",6
"DUKE PARK","Q3","over",3
"DUKE PARK","Q3","under",4
"DUKE PARK","Q4","accurate",9
"DUKE PARK","Q4","over",3
"DUKE PARK","Q4","under",1
"DUKE TOWER","Q1","accurate",3
"DUKE TOWER","Q1","over",7
"DUKE TOWER","Q1","under",0
"DUKE TOWER","Q2","accurate",10
"DUKE TOWER","Q2","over",0
"DUKE TOWER","Q2","under",0
"DUKE TOWER","Q3","accurate",9
"DUKE TOWER","Q3","over",0
"DUKE TOWER","Q3","under",0
"DUKE TOWER","Q4","accurate",5
"DUKE TOWER","Q4","over",0
"DUKE TOWER","Q4","under",5
"DUKE UNIV HOMESITES SEC 9","Q1","accurate",2
"DUKE UNIV HOMESITES SEC 9","Q1","over",3
"DUKE UNIV HOMESITES SEC 9","Q1","under",0
"DUKE UNIV HOMESITES SEC 9","Q2","accurate",1
"DUKE UNIV HOMESITES SEC 9","Q2","over",2
"DUKE UNIV HOMESITES SEC 9","Q2","under",1
"DUKE UNIV HOMESITES SEC 9","Q3","accurate",1
"DUKE UNIV HOMESITES SEC 9","Q3","over",1
"DUKE UNIV HOMESITES SEC 9","Q3","under",2
"DUKE UNIV HOMESITES SEC 9","Q4","accurate",1
"DUKE UNIV HOMESITES SEC 9","Q4","over",1
"DUKE UNIV HOMESITES SEC 9","Q4","under",2
"DUKE UNIV HOMESITES SEC6","Q1","accurate",2
"DUKE UNIV HOMESITES SEC6","Q1","over",10
"DUKE UNIV HOMESITES SEC6","Q1","under",0
"DUKE UNIV HOMESITES SEC6","Q2","accurate",6
"DUKE UNIV HOMESITES SEC6","Q2","over",3
"DUKE UNIV HOMESITES SEC6","Q2","under",3
"DUKE UNIV HOMESITES SEC6","Q3","accurate",5
"DUKE UNIV HOMESITES SEC6","Q3","over",1
"DUKE UNIV HOMESITES SEC6","Q3","under",4
"DUKE UNIV HOMESITES SEC6","Q4","accurate",5
"DUKE UNIV HOMESITES SEC6","Q4","over",1
"DUKE UNIV HOMESITES SEC6","Q4","under",5
"DUNBARTON 2","Q1","accurate",0
"DUNBARTON 2","Q1","over",4
"DUNBARTON 2","Q1","under",0
"DUNBARTON 2","Q2","accurate",4
"DUNBARTON 2","Q2","over",0
"DUNBARTON 2","Q2","under",0
"DUNBARTON 2","Q3","accurate",2
"DUNBARTON 2","Q3","over",0
"DUNBARTON 2","Q3","under",1
"DUNBARTON 2","Q4","accurate",3
"DUNBARTON 2","Q4","over",0
"DUNBARTON 2","Q4","under",1
"DUNBARTON CIRCLE","Q1","accurate",4
"DUNBARTON CIRCLE","Q1","over",5
"DUNBARTON CIRCLE","Q1","under",0
"DUNBARTON CIRCLE","Q2","accurate",8
"DUNBARTON CIRCLE","Q2","over",0
"DUNBARTON CIRCLE","Q2","under",0
"DUNBARTON CIRCLE","Q3","accurate",4
"DUNBARTON CIRCLE","Q3","over",2
"DUNBARTON CIRCLE","Q3","under",2
"DUNBARTON CIRCLE","Q4","accurate",4
"DUNBARTON CIRCLE","Q4","over",0
"DUNBARTON CIRCLE","Q4","under",5
"DURHAM COTTON MANUF","Q1","accurate",2
"DURHAM COTTON MANUF","Q1","over",8
"DURHAM COTTON MANUF","Q1","under",0
"DURHAM COTTON MANUF","Q2","accurate",6
"DURHAM COTTON MANUF","Q2","over",4
"DURHAM COTTON MANUF","Q2","under",0
"DURHAM COTTON MANUF","Q3","accurate",2
"DURHAM COTTON MANUF","Q3","over",3
"DURHAM COTTON MANUF","Q3","under",5
"DURHAM COTTON MANUF","Q4","accurate",3
"DURHAM COTTON MANUF","Q4","over",0
"DURHAM COTTON MANUF","Q4","under",7
"DURHAM FRWY&I-85","Q1","accurate",1
"DURHAM FRWY&I-85","Q1","over",1
"DURHAM FRWY&I-85","Q1","under",0
"DURHAM FRWY&I-85","Q2","accurate",1
"DURHAM FRWY&I-85","Q2","over",1
"DURHAM FRWY&I-85","Q2","under",0
"DURHAM FRWY&I-85","Q3","accurate",1
"DURHAM FRWY&I-85","Q3","over",0
"DURHAM FRWY&I-85","Q3","under",1
"DURHAM FRWY&I-85","Q4","accurate",1
"DURHAM FRWY&I-85","Q4","over",0
"DURHAM FRWY&I-85","Q4","under",1
"E. DURHAM C&I","Q1","accurate",1
"E. DURHAM C&I","Q1","over",3
"E. DURHAM C&I","Q1","under",0
"E. DURHAM C&I","Q2","accurate",0
"E. DURHAM C&I","Q2","over",1
"E. DURHAM C&I","Q2","under",2
"E. DURHAM C&I","Q3","accurate",1
"E. DURHAM C&I","Q3","over",1
"E. DURHAM C&I","Q3","under",1
"E. DURHAM C&I","Q4","accurate",1
"E. DURHAM C&I","Q4","over",1
"E. DURHAM C&I","Q4","under",1
"EADEN LAKES","Q1","accurate",2
"EADEN LAKES","Q1","over",1
"EADEN LAKES","Q1","under",0
"EADEN LAKES","Q2","accurate",2
"EADEN LAKES","Q2","over",0
"EADEN LAKES","Q2","under",0
"EADEN LAKES","Q3","accurate",1
"EADEN LAKES","Q3","over",0
"EADEN LAKES","Q3","under",1
"EADEN LAKES","Q4","accurate",1
"EADEN LAKES","Q4","over",1
"EADEN LAKES","Q4","under",0
"EAGEL POINT","Q1","accurate",4
"EAGEL POINT","Q1","over",4
"EAGEL POINT","Q1","under",0
"EAGEL POINT","Q2","accurate",7
"EAGEL POINT","Q2","over",0
"EAGEL POINT","Q2","under",0
"EAGEL POINT","Q3","accurate",7
"EAGEL POINT","Q3","over",0
"EAGEL POINT","Q3","under",0
"EAGEL POINT","Q4","accurate",6
"EAGEL POINT","Q4","over",1
"EAGEL POINT","Q4","under",1
"EBONT/FAYETTEVILLE RD.","Q1","accurate",1
"EBONT/FAYETTEVILLE RD.","Q1","over",4
"EBONT/FAYETTEVILLE RD.","Q1","under",2
"EBONT/FAYETTEVILLE RD.","Q2","accurate",3
"EBONT/FAYETTEVILLE RD.","Q2","over",3
"EBONT/FAYETTEVILLE RD.","Q2","under",1
"EBONT/FAYETTEVILLE RD.","Q3","accurate",1
"EBONT/FAYETTEVILLE RD.","Q3","over",2
"EBONT/FAYETTEVILLE RD.","Q3","under",3
"EBONT/FAYETTEVILLE RD.","Q4","accurate",3
"EBONT/FAYETTEVILLE RD.","Q4","over",3
"EBONT/FAYETTEVILLE RD.","Q4","under",1
"ELEVEN TOWNHOMES","Q1","accurate",0
"ELEVEN TOWNHOMES","Q1","over",2
"ELEVEN TOWNHOMES","Q1","under",0
"ELEVEN TOWNHOMES","Q2","accurate",1
"ELEVEN TOWNHOMES","Q2","over",0
"ELEVEN TOWNHOMES","Q2","under",0
"ELEVEN TOWNHOMES","Q3","accurate",1
"ELEVEN TOWNHOMES","Q3","over",0
"ELEVEN TOWNHOMES","Q3","under",0
"ELEVEN TOWNHOMES","Q4","accurate",1
"ELEVEN TOWNHOMES","Q4","over",0
"ELEVEN TOWNHOMES","Q4","under",0
"ELLERBEE CREEK PRESRV","Q1","accurate",1
"ELLERBEE CREEK PRESRV","Q1","over",3
"ELLERBEE CREEK PRESRV","Q1","under",0
"ELLERBEE CREEK PRESRV","Q2","accurate",4
"ELLERBEE CREEK PRESRV","Q2","over",0
"ELLERBEE CREEK PRESRV","Q2","under",0
"ELLERBEE CREEK PRESRV","Q3","accurate",4
"ELLERBEE CREEK PRESRV","Q3","over",0
"ELLERBEE CREEK PRESRV","Q3","under",0
"ELLERBEE CREEK PRESRV","Q4","accurate",1
"ELLERBEE CREEK PRESRV","Q4","over",0
"ELLERBEE CREEK PRESRV","Q4","under",3
"ELLIOTT SQUARE TOWNES","Q1","accurate",7
"ELLIOTT SQUARE TOWNES","Q1","over",2
"ELLIOTT SQUARE TOWNES","Q1","under",0
"ELLIOTT SQUARE TOWNES","Q2","accurate",9
"ELLIOTT SQUARE TOWNES","Q2","over",0
"ELLIOTT SQUARE TOWNES","Q2","under",0
"ELLIOTT SQUARE TOWNES","Q3","accurate",7
"ELLIOTT SQUARE TOWNES","Q3","over",0
"ELLIOTT SQUARE TOWNES","Q3","under",1
"ELLIOTT SQUARE TOWNES","Q4","accurate",6
"ELLIOTT SQUARE TOWNES","Q4","over",0
"ELLIOTT SQUARE TOWNES","Q4","under",3
"ELLIS CROSSING","Q1","accurate",5
"ELLIS CROSSING","Q1","over",3
"ELLIS CROSSING","Q1","under",5
"ELLIS CROSSING","Q2","accurate",8
"ELLIS CROSSING","Q2","over",5
"ELLIS CROSSING","Q2","under",1
"ELLIS CROSSING","Q3","accurate",2
"ELLIS CROSSING","Q3","over",6
"ELLIS CROSSING","Q3","under",2
"ELLIS CROSSING","Q4","accurate",2
"ELLIS CROSSING","Q4","over",2
"ELLIS CROSSING","Q4","under",8
"ELLIS CROSSING TWNHMS PH2","Q1","accurate",3
