"VCS_block","VCS_SALES_QUARTILE","VCS_OVER_UNDER","count"
"R718J","Q4","over",0
"R718J","Q4","under",1
"R718K","Q1","accurate",0
"R718K","Q1","over",2
"R718K","Q1","under",0
"R718K","Q2","accurate",0
"R718K","Q2","over",1
"R718K","Q2","under",0
"R718K","Q3","accurate",0
"R718K","Q3","over",0
"R718K","Q3","under",1
"R718K","Q4","accurate",0
"R718K","Q4","over",0
"R718K","Q4","under",2
"R719A","Q1","accurate",6
"R719A","Q1","over",3
"R719A","Q1","under",0
"R719A","Q2","accurate",5
"R719A","Q2","over",1
"R719A","Q2","under",2
"R719A","Q3","accurate",5
"R719A","Q3","over",1
"R719A","Q3","under",2
"R719A","Q4","accurate",6
"R719A","Q4","over",1
"R719A","Q4","under",1
"R719B","Q1","accurate",1
"R719B","Q1","over",2
"R719B","Q1","under",0
"R719B","Q2","accurate",2
"R719B","Q2","over",0
"R719B","Q2","under",1
"R719B","Q3","accurate",2
"R719B","Q3","over",0
"R719B","Q3","under",1
"R719B","Q4","accurate",2
"R719B","Q4","over",0
"R719B","Q4","under",1
"R719C","Q1","accurate",4
"R719C","Q1","over",5
"R719C","Q1","under",0
"R719C","Q2","accurate",3
"R719C","Q2","over",3
"R719C","Q2","under",2
"R719C","Q3","accurate",4
"R719C","Q3","over",1
"R719C","Q3","under",3
"R719C","Q4","accurate",3
"R719C","Q4","over",0
"R719C","Q4","under",5
"R719D","Q1","accurate",0
"R719D","Q1","over",2
"R719D","Q1","under",0
"R719D","Q2","accurate",2
"R719D","Q2","over",0
"R719D","Q2","under",0
"R719D","Q3","accurate",2
"R719D","Q3","over",0
"R719D","Q3","under",0
"R719D","Q4","accurate",0
"R719D","Q4","over",0
"R719D","Q4","under",2
"R719E","Q1","accurate",1
"R719E","Q1","over",5
"R719E","Q1","under",1
"R719E","Q2","accurate",4
"R719E","Q2","over",2
"R719E","Q2","under",0
"R719E","Q3","accurate",5
"R719E","Q3","over",0
"R719E","Q3","under",1
"R719E","Q4","accurate",3
"R719E","Q4","over",0
"R719E","Q4","under",4
"R719F","Q1","accurate",6
"R719F","Q1","over",16
"R719F","Q1","under",1
"R719F","Q2","accurate",12
"R719F","Q2","over",9
"R719F","Q2","under",2
"R719F","Q3","accurate",5
"R719F","Q3","over",2
"R719F","Q3","under",15
"R719F","Q4","accurate",3
"R719F","Q4","over",5
"R719F","Q4","under",15
"R719G","Q1","accurate",2
"R719G","Q1","over",4
"R719G","Q1","under",0
"R719G","Q2","accurate",2
"R719G","Q2","over",2
"R719G","Q2","under",2
"R719G","Q3","accurate",6
"R719G","Q3","over",0
"R719G","Q3","under",0
"R719G","Q4","accurate",3
"R719G","Q4","over",0
"R719G","Q4","under",3
"R719H","Q1","accurate",2
"R719H","Q1","over",1
"R719H","Q1","under",0
"R719H","Q2","accurate",3
"R719H","Q2","over",0
"R719H","Q2","under",0
"R719H","Q3","accurate",2
"R719H","Q3","over",1
"R719H","Q3","under",0
"R719H","Q4","accurate",1
"R719H","Q4","over",1
"R719H","Q4","under",1
"R719I","Q1","accurate",2
"R719I","Q1","over",4
"R719I","Q1","under",0
"R719I","Q2","accurate",4
"R719I","Q2","over",1
"R719I","Q2","under",0
"R719I","Q3","accurate",5
"R719I","Q3","over",0
"R719I","Q3","under",0
"R719I","Q4","accurate",5
"R719I","Q4","over",1
"R719I","Q4","under",0
"R719J","Q1","accurate",5
"R719J","Q1","over",2
"R719J","Q1","under",0
"R719J","Q2","accurate",5
"R719J","Q2","over",1
"R719J","Q2","under",0
"R719J","Q3","accurate",4
"R719J","Q3","over",1
"R719J","Q3","under",1
"R719J","Q4","accurate",5
"R719J","Q4","over",1
"R719J","Q4","under",1
"R719K","Q1","accurate",2
"R719K","Q1","over",2
"R719K","Q1","under",0
"R719K","Q2","accurate",4
"R719K","Q2","over",0
"R719K","Q2","under",0
"R719K","Q3","accurate",3
"R719K","Q3","over",0
"R719K","Q3","under",1
"R719K","Q4","accurate",1
"R719K","Q4","over",0
"R719K","Q4","under",3
"R719L","Q1","accurate",5
"R719L","Q1","over",2
"R719L","Q1","under",0
"R719L","Q2","accurate",3
"R719L","Q2","over",2
"R719L","Q2","under",1
"R719L","Q3","accurate",3
"R719L","Q3","over",0
"R719L","Q3","under",3
"R719L","Q4","accurate",3
"R719L","Q4","over",1
"R719L","Q4","under",2
"R727A","Q1","accurate",1
"R727A","Q1","over",1
"R727A","Q1","under",2
"R727A","Q2","accurate",2
"R727A","Q2","over",1
"R727A","Q2","under",0
"R727A","Q3","accurate",0
"R727A","Q3","over",1
"R727A","Q3","under",2
"R727A","Q4","accurate",1
"R727A","Q4","over",0
"R727A","Q4","under",2
"R727B","Q1","accurate",8
"R727B","Q1","over",5
"R727B","Q1","under",4
"R727B","Q2","accurate",10
"R727B","Q2","over",4
"R727B","Q2","under",2
"R727B","Q3","accurate",13
"R727B","Q3","over",1
"R727B","Q3","under",2
"R727B","Q4","accurate",9
"R727B","Q4","over",2
"R727B","Q4","under",5
"R727C","Q1","accurate",5
"R727C","Q1","over",3
"R727C","Q1","under",0
"R727C","Q2","accurate",3
"R727C","Q2","over",1
"R727C","Q2","under",3
"R727C","Q3","accurate",6
"R727C","Q3","over",0
"R727C","Q3","under",1
"R727C","Q4","accurate",4
"R727C","Q4","over",0
"R727C","Q4","under",4
"R727D","Q1","accurate",9
"R727D","Q1","over",4
"R727D","Q1","under",3
"R727D","Q2","accurate",13
"R727D","Q2","over",1
"R727D","Q2","under",3
"R727D","Q3","accurate",12
"R727D","Q3","over",2
"R727D","Q3","under",2
"R727D","Q4","accurate",10
"R727D","Q4","over",3
"R727D","Q4","under",2
"R727E","Q1","accurate",5
"R727E","Q1","over",2
"R727E","Q1","under",0
"R727E","Q2","accurate",5
"R727E","Q2","over",1
"R727E","Q2","under",1
"R727E","Q3","accurate",5
"R727E","Q3","over",0
"R727E","Q3","under",1
"R727E","Q4","accurate",2
"R727E","Q4","over",0
"R727E","Q4","under",5
"R727F","Q1","accurate",8
"R727F","Q1","over",8
"R727F","Q1","under",0
"R727F","Q2","accurate",13
"R727F","Q2","over",2
"R727F","Q2","under",0
"R727F","Q3","accurate",10
"R727F","Q3","over",2
"R727F","Q3","under",3
"R727F","Q4","accurate",9
"R727F","Q4","over",0
"R727F","Q4","under",6
"R727G","Q1","accurate",19
"R727G","Q1","over",28
"R727G","Q1","under",0
"R727G","Q2","accurate",29
"R727G","Q2","over",14
"R727G","Q2","under",5
"R727G","Q3","accurate",28
"R727G","Q3","over",6
"R727G","Q3","under",12
"R727G","Q4","accurate",15
"R727G","Q4","over",1
"R727G","Q4","under",31
"R727I","Q1","accurate",1
"R727I","Q1","over",1
"R727I","Q1","under",0
"R727I","Q2","accurate",1
"R727I","Q2","over",0
"R727I","Q2","under",1
"R727I","Q3","accurate",1
"R727I","Q3","over",0
"R727I","Q3","under",0
"R727I","Q4","accurate",0
"R727I","Q4","over",0
"R727I","Q4","under",2
"R727K","Q1","accurate",1
"R727K","Q1","over",1
"R727K","Q1","under",0
"R727K","Q2","accurate",1
"R727K","Q2","over",0
"R727K","Q2","under",0
"R727K","Q3","accurate",1
"R727K","Q3","over",0
"R727K","Q3","under",0
"R727K","Q4","accurate",1
"R727K","Q4","over",0
"R727K","Q4","under",0
"R728B","Q1","accurate",2
"R728B","Q1","over",1
"R728B","Q1","under",0
"R728B","Q2","accurate",2
"R728B","Q2","over",1
"R728B","Q2","under",0
"R728B","Q3","accurate",0
"R728B","Q3","over",1
"R728B","Q3","under",2
"R728B","Q4","accurate",2
"R728B","Q4","over",1
"R728B","Q4","under",0
"R728C","Q1","accurate",4
"R728C","Q1","over",2
"R728C","Q1","under",0
"R728C","Q2","accurate",5
"R728C","Q2","over",1
"R728C","Q2","under",0
"R728C","Q3","accurate",2
"R728C","Q3","over",1
"R728C","Q3","under",2
"R728C","Q4","accurate",4
"R728C","Q4","over",1
"R728C","Q4","under",1
"R728D","Q1","accurate",0
"R728D","Q1","over",5
"R728D","Q1","under",0
"R728D","Q2","accurate",2
"R728D","Q2","over",2
"R728D","Q2","under",0
"R728D","Q3","accurate",4
"R728D","Q3","over",0
"R728D","Q3","under",0
"R728D","Q4","accurate",4
"R728D","Q4","over",0
"R728D","Q4","under",1
"R729A","Q1","accurate",17
"R729A","Q1","over",10
"R729A","Q1","under",1
"R729A","Q2","accurate",20
"R729A","Q2","over",8
"R729A","Q2","under",0
"R729A","Q3","accurate",16
"R729A","Q3","over",3
"R729A","Q3","under",8
"R729A","Q4","accurate",16
"R729A","Q4","over",8
"R729A","Q4","under",4
"R729B","Q1","accurate",5
"R729B","Q1","over",7
"R729B","Q1","under",0
"R729B","Q2","accurate",9
"R729B","Q2","over",2
"R729B","Q2","under",0
"R729B","Q3","accurate",11
"R729B","Q3","over",0
"R729B","Q3","under",0
"R729B","Q4","accurate",4
"R729B","Q4","over",0
"R729B","Q4","under",7
"R729C","Q1","accurate",6
"R729C","Q1","over",1
"R729C","Q1","under",0
"R729C","Q2","accurate",5
"R729C","Q2","over",1
"R729C","Q2","under",0
"R729C","Q3","accurate",4
"R729C","Q3","over",1
"R729C","Q3","under",1
"R729C","Q4","accurate",5
"R729C","Q4","over",0
"R729C","Q4","under",1
"R729D","Q1","accurate",20
"R729D","Q1","over",30
"R729D","Q1","under",1
"R729D","Q2","accurate",26
"R729D","Q2","over",18
"R729D","Q2","under",7
"R729D","Q3","accurate",33
"R729D","Q3","over",4
"R729D","Q3","under",13
"R729D","Q4","accurate",28
"R729D","Q4","over",3
"R729D","Q4","under",20
"R729E","Q1","accurate",2
"R729E","Q1","over",2
"R729E","Q1","under",0
"R729E","Q2","accurate",2
"R729E","Q2","over",1
"R729E","Q2","under",0
"R729E","Q3","accurate",2
"R729E","Q3","over",0
"R729E","Q3","under",1
"R729E","Q4","accurate",1
"R729E","Q4","over",0
"R729E","Q4","under",2
"R729G","Q1","accurate",1
"R729G","Q1","over",1
"R729G","Q1","under",2
"R729G","Q2","accurate",0
"R729G","Q2","over",1
"R729G","Q2","under",2
"R729G","Q3","accurate",3
"R729G","Q3","over",0
"R729G","Q3","under",0
"R729G","Q4","accurate",0
"R729G","Q4","over",1
"R729G","Q4","under",2
"R729H","Q1","accurate",3
"R729H","Q1","over",1
"R729H","Q1","under",0
"R729H","Q2","accurate",3
"R729H","Q2","over",0
"R729H","Q2","under",0
"R729H","Q3","accurate",3
"R729H","Q3","over",0
"R729H","Q3","under",0
"R729H","Q4","accurate",1
"R729H","Q4","over",0
"R729H","Q4","under",2
"R729I","Q1","accurate",1
"R729I","Q1","over",4
"R729I","Q1","under",2
"R729I","Q2","accurate",3
"R729I","Q2","over",3
"R729I","Q2","under",1
"R729I","Q3","accurate",1
"R729I","Q3","over",2
"R729I","Q3","under",3
"R729I","Q4","accurate",3
"R729I","Q4","over",3
"R729I","Q4","under",1
"R729J","Q1","accurate",0
"R729J","Q1","over",14
"R729J","Q1","under",2
"R729J","Q2","accurate",7
"R729J","Q2","over",7
"R729J","Q2","under",1
"R729J","Q3","accurate",10
"R729J","Q3","over",1
"R729J","Q3","under",4
"R729J","Q4","accurate",5
"R729J","Q4","over",1
"R729J","Q4","under",10
"R729K","Q1","accurate",3
"R729K","Q1","over",0
"R729K","Q1","under",0
"R729K","Q2","accurate",3
"R729K","Q2","over",0
"R729K","Q2","under",0
"R729K","Q3","accurate",2
"R729K","Q3","over",0
"R729K","Q3","under",0
"R729K","Q4","accurate",2
"R729K","Q4","over",0
"R729K","Q4","under",1
"R729L","Q1","accurate",2
"R729L","Q1","over",1
"R729L","Q1","under",0
"R729L","Q2","accurate",1
"R729L","Q2","over",0
"R729L","Q2","under",1
"R729L","Q3","accurate",2
"R729L","Q3","over",0
"R729L","Q3","under",0
"R729L","Q4","accurate",2
"R729L","Q4","over",0
"R729L","Q4","under",1
"R729M","Q1","accurate",12
"R729M","Q1","over",15
"R729M","Q1","under",2
"R729M","Q2","accurate",14
"R729M","Q2","over",7
"R729M","Q2","under",5
"R729M","Q3","accurate",10
"R729M","Q3","over",11
"R729M","Q3","under",6
"R729M","Q4","accurate",16
"R729M","Q4","over",2
"R729M","Q4","under",9
"R729N","Q1","accurate",2
"R729N","Q1","over",2
"R729N","Q1","under",0
"R729N","Q2","accurate",2
"R729N","Q2","over",1
"R729N","Q2","under",0
"R729N","Q3","accurate",3
"R729N","Q3","over",0
"R729N","Q3","under",0
"R729N","Q4","accurate",2
"R729N","Q4","over",0
"R729N","Q4","under",2
"R729O","Q1","accurate",7
"R729O","Q1","over",1
"R729O","Q1","under",0
"R729O","Q2","accurate",5
"R729O","Q2","over",1
"R729O","Q2","under",2
"R729O","Q3","accurate",7
"R729O","Q3","over",2
"R729O","Q3","under",0
"R729O","Q4","accurate",4
"R729O","Q4","over",1
"R729O","Q4","under",2
"R729P","Q1","accurate",0
"R729P","Q1","over",2
"R729P","Q1","under",0
"R729P","Q2","accurate",2
"R729P","Q2","over",0
"R729P","Q2","under",0
"R729P","Q3","accurate",1
"R729P","Q3","over",0
"R729P","Q3","under",1
"R729P","Q4","accurate",0
"R729P","Q4","over",1
"R729P","Q4","under",1
"R729Q","Q1","accurate",1
"R729Q","Q1","over",1
"R729Q","Q1","under",0
"R729Q","Q2","accurate",2
"R729Q","Q2","over",0
"R729Q","Q2","under",0
"R729Q","Q3","accurate",0
"R729Q","Q3","over",0
"R729Q","Q3","under",1
"R729Q","Q4","accurate",1
"R729Q","Q4","over",0
"R729Q","Q4","under",1
"R729R","Q1","accurate",2
"R729R","Q1","over",1
"R729R","Q1","under",0
"R729R","Q2","accurate",2
"R729R","Q2","over",0
"R729R","Q2","under",0
"R729R","Q3","accurate",1
"R729R","Q3","over",0
"R729R","Q3","under",1
"R729R","Q4","accurate",1
"R729R","Q4","over",0
"R729R","Q4","under",2
"R729S","Q1","accurate",6
"R729S","Q1","over",2
"R729S","Q1","under",0
"R729S","Q2","accurate",7
"R729S","Q2","over",1
"R729S","Q2","under",0
"R729S","Q3","accurate",6
"R729S","Q3","over",0
"R729S","Q3","under",1
"R729S","Q4","accurate",2
"R729S","Q4","over",0
"R729S","Q4","under",6
"R738A","Q1","accurate",7
"R738A","Q1","over",4
"R738A","Q1","under",0
"R738A","Q2","accurate",6
"R738A","Q2","over",2
"R738A","Q2","under",3
"R738A","Q3","accurate",8
"R738A","Q3","over",0
"R738A","Q3","under",2
"R738A","Q4","accurate",6
"R738A","Q4","over",1
"R738A","Q4","under",4
"R738B","Q1","accurate",3
"R738B","Q1","over",5
"R738B","Q1","under",0
"R738B","Q2","accurate",7
"R738B","Q2","over",1
"R738B","Q2","under",0
"R738B","Q3","accurate",7
"R738B","Q3","over",0
"R738B","Q3","under",1
"R738B","Q4","accurate",5
"R738B","Q4","over",0
"R738B","Q4","under",3
"R739A","Q1","accurate",2
"R739A","Q1","over",0
"R739A","Q1","under",0
"R739A","Q2","accurate",2
"R739A","Q2","over",0
"R739A","Q2","under",0
"R739A","Q3","accurate",1
"R739A","Q3","over",0
"R739A","Q3","under",0
"R739A","Q4","accurate",1
"R739A","Q4","over",0
"R739A","Q4","under",1
"R739B","Q1","accurate",3
"R739B","Q1","over",15
"R739B","Q1","under",0
"R739B","Q2","accurate",3
"R739B","Q2","over",7
"R739B","Q2","under",7
"R739B","Q3","accurate",9
"R739B","Q3","over",2
"R739B","Q3","under",6
"R739B","Q4","accurate",6
"R739B","Q4","over",1
"R739B","Q4","under",10
"R739C","Q1","accurate",2
"R739C","Q1","over",2
"R739C","Q1","under",2
"R739C","Q2","accurate",5
"R739C","Q2","over",0
"R739C","Q2","under",1
"R739C","Q3","accurate",3
"R739C","Q3","over",0
"R739C","Q3","under",2
"R739C","Q4","accurate",3
"R739C","Q4","over",1
"R739C","Q4","under",2
"R739D","Q1","accurate",4
"R739D","Q1","over",5
"R739D","Q1","under",0
"R739D","Q2","accurate",7
"R739D","Q2","over",2
"R739D","Q2","under",0
"R739D","Q3","accurate",6
"R739D","Q3","over",0
"R739D","Q3","under",2
"R739D","Q4","accurate",7
"R739D","Q4","over",0
"R739D","Q4","under",2
"R739E","Q1","accurate",1
"R739E","Q1","over",5
"R739E","Q1","under",0
"R739E","Q2","accurate",5
"R739E","Q2","over",0
"R739E","Q2","under",1
"R739E","Q3","accurate",5
"R739E","Q3","over",0
"R739E","Q3","under",0
"R739E","Q4","accurate",6
"R739E","Q4","over",0
"R739E","Q4","under",0
"R747A","Q1","accurate",2
"R747A","Q1","over",8
"R747A","Q1","under",0
"R747A","Q2","accurate",9
"R747A","Q2","over",0
"R747A","Q2","under",0
"R747A","Q3","accurate",7
"R747A","Q3","over",0
"R747A","Q3","under",2
"R747A","Q4","accurate",7
"R747A","Q4","over",0
"R747A","Q4","under",2
"R747D","Q1","accurate",1
"R747D","Q1","over",2
"R747D","Q1","under",0
"R747D","Q2","accurate",1
"R747D","Q2","over",2
"R747D","Q2","under",0
"R747D","Q3","accurate",1
"R747D","Q3","over",0
"R747D","Q3","under",1
"R747D","Q4","accurate",2
"R747D","Q4","over",0
"R747D","Q4","under",1
"R747E","Q1","accurate",3
"R747E","Q1","over",4
"R747E","Q1","under",0
"R747E","Q2","accurate",6
"R747E","Q2","over",0
"R747E","Q2","under",0
"R747E","Q3","accurate",3
"R747E","Q3","over",0
"R747E","Q3","under",3
"R747E","Q4","accurate",6
"R747E","Q4","over",0
"R747E","Q4","under",1
"R748A","Q1","accurate",20
"R748A","Q1","over",13
"R748A","Q1","under",0
"R748A","Q2","accurate",24
"R748A","Q2","over",4
"R748A","Q2","under",5
"R748A","Q3","accurate",22
"R748A","Q3","over",4
"R748A","Q3","under",7
"R748A","Q4","accurate",20
"R748A","Q4","over",1
"R748A","Q4","under",12
"R749B","Q1","accurate",0
"R749B","Q1","over",3
"R749B","Q1","under",0
"R749B","Q2","accurate",1
"R749B","Q2","over",2
"R749B","Q2","under",0
"R749B","Q3","accurate",2
"R749B","Q3","over",0
"R749B","Q3","under",1
"R749B","Q4","accurate",0
"R749B","Q4","over",0
"R749B","Q4","under",3
"R749C","Q1","accurate",6
"R749C","Q1","over",6
"R749C","Q1","under",1
"R749C","Q2","accurate",6
"R749C","Q2","over",5
"R749C","Q2","under",1
"R749C","Q3","accurate",9
"R749C","Q3","over",0
"R749C","Q3","under",3
"R749C","Q4","accurate",8
"R749C","Q4","over",0
"R749C","Q4","under",4
"R757A","Q1","accurate",2
"R757A","Q1","over",0
"R757A","Q1","under",0
"R757A","Q2","accurate",1
"R757A","Q2","over",0
"R757A","Q2","under",0
"R757A","Q3","accurate",0
"R757A","Q3","over",0
"R757A","Q3","under",1
"R757A","Q4","accurate",1
"R757A","Q4","over",0
"R757A","Q4","under",1
"R758A","Q1","accurate",4
"R758A","Q1","over",3
"R758A","Q1","under",0
"R758A","Q2","accurate",4
"R758A","Q2","over",2
"R758A","Q2","under",0
"R758A","Q3","accurate",3
"R758A","Q3","over",3
"R758A","Q3","under",0
"R758A","Q4","accurate",4
"R758A","Q4","over",0
"R758A","Q4","under",3
"R759A","Q1","accurate",2
"R759A","Q1","over",1
"R759A","Q1","under",0
"R759A","Q2","accurate",2
"R759A","Q2","over",0
"R759A","Q2","under",0
"R759A","Q3","accurate",2
"R759A","Q3","over",0
"R759A","Q3","under",0
"R759A","Q4","accurate",2
"R759A","Q4","over",0
"R759A","Q4","under",0
"R759B","Q1","accurate",3
"R759B","Q1","over",2
"R759B","Q1","under",0
"R759B","Q2","accurate",5
"R759B","Q2","over",0
"R759B","Q2","under",0
"R759B","Q3","accurate",4
"R759B","Q3","over",0
"R759B","Q3","under",1
"R759B","Q4","accurate",5
"R759B","Q4","over",0
"R759B","Q4","under",0
"R759C","Q1","accurate",4
"R759C","Q1","over",5
"R759C","Q1","under",0
"R759C","Q2","accurate",6
"R759C","Q2","over",2
"R759C","Q2","under",0
"R759C","Q3","accurate",6
"R759C","Q3","over",0
"R759C","Q3","under",2
"R759C","Q4","accurate",4
"R759C","Q4","over",0
"R759C","Q4","under",4
"R759D","Q1","accurate",4
"R759D","Q1","over",6
"R759D","Q1","under",0
"R759D","Q2","accurate",5
"R759D","Q2","over",4
"R759D","Q2","under",0
"R759D","Q3","accurate",5
"R759D","Q3","over",2
"R759D","Q3","under",2
"R759D","Q4","accurate",2
"R759D","Q4","over",0
"R759D","Q4","under",7
"R759E","Q1","accurate",5
"R759E","Q1","over",4
"R759E","Q1","under",0
"R759E","Q2","accurate",6
"R759E","Q2","over",2
"R759E","Q2","under",0
"R759E","Q3","accurate",7
"R759E","Q3","over",1
"R759E","Q3","under",0
"R759E","Q4","accurate",2
"R759E","Q4","over",0
"R759E","Q4","under",7
"R759F","Q1","accurate",3
"R759F","Q1","over",1
"R759F","Q1","under",0
"R759F","Q2","accurate",3
"R759F","Q2","over",1
"R759F","Q2","under",0
"R759F","Q3","accurate",2
"R759F","Q3","over",0
"R759F","Q3","under",1
"R759F","Q4","accurate",2
"R759F","Q4","over",0
"R759F","Q4","under",2
"R759G","Q1","accurate",3
"R759G","Q1","over",5
"R759G","Q1","under",0
"R759G","Q2","accurate",7
"R759G","Q2","over",0
"R759G","Q2","under",0
"R759G","Q3","accurate",7
"R759G","Q3","over",0
"R759G","Q3","under",0
"R759G","Q4","accurate",1
"R759G","Q4","over",0
"R759G","Q4","under",7
"R769A","Q1","accurate",1
"R769A","Q1","over",11
"R769A","Q1","under",1
"R769A","Q2","accurate",3
"R769A","Q2","over",6
"R769A","Q2","under",4
"R769A","Q3","accurate",4
"R769A","Q3","over",2
"R769A","Q3","under",7
"R769A","Q4","accurate",4
"R769A","Q4","over",1
"R769A","Q4","under",8
"R769B","Q1","accurate",13
"R769B","Q1","over",7
"R769B","Q1","under",0
"R769B","Q2","accurate",15
"R769B","Q2","over",3
"R769B","Q2","under",2
"R769B","Q3","accurate",18
"R769B","Q3","over",1
"R769B","Q3","under",1
"R769B","Q4","accurate",11
"R769B","Q4","over",0
"R769B","Q4","under",9
"R769C","Q1","accurate",24
"R769C","Q1","over",33
"R769C","Q1","under",0
"R769C","Q2","accurate",35
"R769C","Q2","over",14
"R769C","Q2","under",5
"R769C","Q3","accurate",38
"R769C","Q3","over",5
"R769C","Q3","under",12
"R769C","Q4","accurate",37
"R769C","Q4","over",5
"R769C","Q4","under",13
"R769D","Q1","accurate",0
"R769D","Q1","over",59
"R769D","Q1","under",0
"R769D","Q2","accurate",32
"R769D","Q2","over",24
"R769D","Q2","under",4
"R769D","Q3","accurate",31
"R769D","Q3","over",1
"R769D","Q3","under",26
"R769D","Q4","accurate",6
"R769D","Q4","over",1
"R769D","Q4","under",52
"R769E","Q1","accurate",4
"R769E","Q1","over",3
"R769E","Q1","under",0
"R769E","Q2","accurate",2
"R769E","Q2","over",2
"R769E","Q2","under",2
"R769E","Q3","accurate",4
"R769E","Q3","over",1
"R769E","Q3","under",2
"R769E","Q4","accurate",3
"R769E","Q4","over",0
"R769E","Q4","under",3
"R769M","Q1","accurate",3
"R769M","Q1","over",1
"R769M","Q1","under",2
"R769M","Q2","accurate",5
"R769M","Q2","over",1
"R769M","Q2","under",0
"R769M","Q3","accurate",4
"R769M","Q3","over",2
"R769M","Q3","under",0
"R769M","Q4","accurate",3
"R769M","Q4","over",0
"R769M","Q4","under",3
"R769N","Q1","accurate",6
"R769N","Q1","over",6
"R769N","Q1","under",0
"R769N","Q2","accurate",8
"R769N","Q2","over",1
"R769N","Q2","under",2
"R769N","Q3","accurate",8
"R769N","Q3","over",1
"R769N","Q3","under",2
"R769N","Q4","accurate",5
"R769N","Q4","over",2
"R769N","Q4","under",4
"R779A","Q1","accurate",2
"R779A","Q1","over",7
"R779A","Q1","under",0
"R779A","Q2","accurate",8
"R779A","Q2","over",1
"R779A","Q2","under",0
"R779A","Q3","accurate",9
"R779A","Q3","over",0
"R779A","Q3","under",0
"R779A","Q4","accurate",3
"R779A","Q4","over",0
"R779A","Q4","under",6
"R779B","Q1","accurate",3
"R779B","Q1","over",3
"R779B","Q1","under",0
"R779B","Q2","accurate",5
"R779B","Q2","over",0
"R779B","Q2","under",1
"R779B","Q3","accurate",4
"R779B","Q3","over",1
"R779B","Q3","under",1
"R779B","Q4","accurate",2
"R779B","Q4","over",0
"R779B","Q4","under",4
"R779C","Q1","accurate",7
"R779C","Q1","over",1
"R779C","Q1","under",2
"R779C","Q2","accurate",4
"R779C","Q2","over",1
"R779C","Q2","under",3
"R779C","Q3","accurate",7
"R779C","Q3","over",1
"R779C","Q3","under",1
"R779C","Q4","accurate",4
"R779C","Q4","over",3
"R779C","Q4","under",2
"R779H","Q1","accurate",3
"R779H","Q1","over",3
"R779H","Q1","under",0
"R779H","Q2","accurate",6
"R779H","Q2","over",0
"R779H","Q2","under",0
"R779H","Q3","accurate",4
"R779H","Q3","over",1
"R779H","Q3","under",0
"R779H","Q4","accurate",5
"R779H","Q4","over",0
"R779H","Q4","under",1
"R797A","Q1","accurate",1
"R797A","Q1","over",3
"R797A","Q1","under",0
"R797A","Q2","accurate",2
"R797A","Q2","over",1
"R797A","Q2","under",1
"R797A","Q3","accurate",3
"R797A","Q3","over",0
"R797A","Q3","under",0
"R797A","Q4","accurate",1
"R797A","Q4","over",0
"R797A","Q4","under",3
"R798B","Q1","accurate",0
"R798B","Q1","over",2
"R798B","Q1","under",0
"R798B","Q2","accurate",1
"R798B","Q2","over",0
"R798B","Q2","under",0
"R798B","Q3","accurate",1
"R798B","Q3","over",0
"R798B","Q3","under",0
"R798B","Q4","accurate",2
"R798B","Q4","over",0
"R798B","Q4","under",0
"R798C","Q1","accurate",1
"R798C","Q1","over",1
"R798C","Q1","under",0
"R798C","Q2","accurate",1
"R798C","Q2","over",1
"R798C","Q2","under",0
"R798C","Q3","accurate",1
"R798C","Q3","over",0
"R798C","Q3","under",1
"R798C","Q4","accurate",0
"R798C","Q4","over",0
"R798C","Q4","under",2
"R798E","Q1","accurate",4
"R798E","Q1","over",7
"R798E","Q1","under",0
"R798E","Q2","accurate",6
"R798E","Q2","over",2
"R798E","Q2","under",3
"R798E","Q3","accurate",5
"R798E","Q3","over",2
"R798E","Q3","under",4
"R798E","Q4","accurate",1
"R798E","Q4","over",0
"R798E","Q4","under",10
"R799A","Q1","accurate",0
"R799A","Q1","over",5
"R799A","Q1","under",0
"R799A","Q2","accurate",3
"R799A","Q2","over",1
"R799A","Q2","under",1
"R799A","Q3","accurate",3
"R799A","Q3","over",1
"R799A","Q3","under",1
"R799A","Q4","accurate",5
"R799A","Q4","over",0
"R799A","Q4","under",0
"R800A","Q1","accurate",1
"R800A","Q1","over",3
"R800A","Q1","under",0
"R800A","Q2","accurate",2
"R800A","Q2","over",1
"R800A","Q2","under",1
"R800A","Q3","accurate",2
"R800A","Q3","over",0
"R800A","Q3","under",1
"R800A","Q4","accurate",2
"R800A","Q4","over",0
"R800A","Q4","under",2
"R800B","Q1","accurate",2
"R800B","Q1","over",13
"R800B","Q1","under",2
"R800B","Q2","accurate",8
"R800B","Q2","over",5
"R800B","Q2","under",4
"R800B","Q3","accurate",7
"R800B","Q3","over",3
"R800B","Q3","under",6
"R800B","Q4","accurate",3
"R800B","Q4","over",2
"R800B","Q4","under",12
"R800C","Q1","accurate",4
"R800C","Q1","over",4
"R800C","Q1","under",0
"R800C","Q2","accurate",6
"R800C","Q2","over",1
"R800C","Q2","under",1
"R800C","Q3","accurate",3
"R800C","Q3","over",0
"R800C","Q3","under",5
"R800C","Q4","accurate",7
"R800C","Q4","over",0
"R800C","Q4","under",1
"R800D","Q1","accurate",1
"R800D","Q1","over",1
"R800D","Q1","under",0
"R800D","Q2","accurate",1
"R800D","Q2","over",0
"R800D","Q2","under",0
"R800D","Q3","accurate",1
"R800D","Q3","over",0
"R800D","Q3","under",0
"R800D","Q4","accurate",0
