"VCS_block","VCS_SALES_QUARTILE","VCS_OVER_UNDER","count"
"R800D","Q4","over",0
"R800D","Q4","under",1
"R800E","Q1","accurate",5
"R800E","Q1","over",1
"R800E","Q1","under",0
"R800E","Q2","accurate",3
"R800E","Q2","over",1
"R800E","Q2","under",1
"R800E","Q3","accurate",1
"R800E","Q3","over",1
"R800E","Q3","under",3
"R800E","Q4","accurate",1
"R800E","Q4","over",2
"R800E","Q4","under",2
"R800F","Q1","accurate",3
"R800F","Q1","over",0
"R800F","Q1","under",0
"R800F","Q2","accurate",3
"R800F","Q2","over",0
"R800F","Q2","under",0
"R800F","Q3","accurate",2
"R800F","Q3","over",0
"R800F","Q3","under",0
"R800F","Q4","accurate",1
"R800F","Q4","over",0
"R800F","Q4","under",2
"R800G","Q1","accurate",5
"R800G","Q1","over",4
"R800G","Q1","under",0
"R800G","Q2","accurate",9
"R800G","Q2","over",0
"R800G","Q2","under",0
"R800G","Q3","accurate",6
"R800G","Q3","over",1
"R800G","Q3","under",2
"R800G","Q4","accurate",4
"R800G","Q4","over",1
"R800G","Q4","under",4
"R801A","Q1","accurate",3
"R801A","Q1","over",4
"R801A","Q1","under",0
"R801A","Q2","accurate",7
"R801A","Q2","over",0
"R801A","Q2","under",0
"R801A","Q3","accurate",5
"R801A","Q3","over",1
"R801A","Q3","under",0
"R801A","Q4","accurate",6
"R801A","Q4","over",0
"R801A","Q4","under",1
"R801B","Q1","accurate",2
"R801B","Q1","over",0
"R801B","Q1","under",0
"R801B","Q2","accurate",2
"R801B","Q2","over",0
"R801B","Q2","under",0
"R801B","Q3","accurate",1
"R801B","Q3","over",0
"R801B","Q3","under",0
"R801B","Q4","accurate",0
"R801B","Q4","over",1
"R801B","Q4","under",1
"R801C","Q1","accurate",1
"R801C","Q1","over",1
"R801C","Q1","under",0
"R801C","Q2","accurate",2
"R801C","Q2","over",0
"R801C","Q2","under",0
"R801C","Q3","accurate",2
"R801C","Q3","over",0
"R801C","Q3","under",0
"R801C","Q4","accurate",0
"R801C","Q4","over",0
"R801C","Q4","under",2
"R801D","Q1","accurate",1
"R801D","Q1","over",2
"R801D","Q1","under",0
"R801D","Q2","accurate",2
"R801D","Q2","over",0
"R801D","Q2","under",0
"R801D","Q3","accurate",2
"R801D","Q3","over",0
"R801D","Q3","under",0
"R801D","Q4","accurate",2
"R801D","Q4","over",0
"R801D","Q4","under",1
"R801E","Q1","accurate",1
"R801E","Q1","over",4
"R801E","Q1","under",0
"R801E","Q2","accurate",2
"R801E","Q2","over",3
"R801E","Q2","under",0
"R801E","Q3","accurate",2
"R801E","Q3","over",1
"R801E","Q3","under",1
"R801E","Q4","accurate",1
"R801E","Q4","over",0
"R801E","Q4","under",4
"R801F","Q1","accurate",7
"R801F","Q1","over",1
"R801F","Q1","under",1
"R801F","Q2","accurate",4
"R801F","Q2","over",4
"R801F","Q2","under",1
"R801F","Q3","accurate",6
"R801F","Q3","over",1
"R801F","Q3","under",1
"R801F","Q4","accurate",7
"R801F","Q4","over",0
"R801F","Q4","under",2
"R801I","Q1","accurate",2
"R801I","Q1","over",1
"R801I","Q1","under",0
"R801I","Q2","accurate",1
"R801I","Q2","over",1
"R801I","Q2","under",0
"R801I","Q3","accurate",1
"R801I","Q3","over",1
"R801I","Q3","under",0
"R801I","Q4","accurate",0
"R801I","Q4","over",0
"R801I","Q4","under",3
"R801J","Q1","accurate",0
"R801J","Q1","over",2
"R801J","Q1","under",0
"R801J","Q2","accurate",1
"R801J","Q2","over",0
"R801J","Q2","under",1
"R801J","Q3","accurate",1
"R801J","Q3","over",0
"R801J","Q3","under",0
"R801J","Q4","accurate",0
"R801J","Q4","over",1
"R801J","Q4","under",1
"R802A","Q1","accurate",1
"R802A","Q1","over",2
"R802A","Q1","under",0
"R802A","Q2","accurate",2
"R802A","Q2","over",1
"R802A","Q2","under",0
"R802A","Q3","accurate",2
"R802A","Q3","over",0
"R802A","Q3","under",0
"R802A","Q4","accurate",1
"R802A","Q4","over",0
"R802A","Q4","under",2
"R802B","Q1","accurate",9
"R802B","Q1","over",11
"R802B","Q1","under",0
"R802B","Q2","accurate",12
"R802B","Q2","over",5
"R802B","Q2","under",2
"R802B","Q3","accurate",8
"R802B","Q3","over",6
"R802B","Q3","under",5
"R802B","Q4","accurate",10
"R802B","Q4","over",1
"R802B","Q4","under",9
"R802C","Q1","accurate",2
"R802C","Q1","over",5
"R802C","Q1","under",0
"R802C","Q2","accurate",4
"R802C","Q2","over",2
"R802C","Q2","under",0
"R802C","Q3","accurate",3
"R802C","Q3","over",0
"R802C","Q3","under",3
"R802C","Q4","accurate",4
"R802C","Q4","over",0
"R802C","Q4","under",3
"R803A","Q1","accurate",3
"R803A","Q1","over",7
"R803A","Q1","under",0
"R803A","Q2","accurate",5
"R803A","Q2","over",3
"R803A","Q2","under",2
"R803A","Q3","accurate",7
"R803A","Q3","over",0
"R803A","Q3","under",2
"R803A","Q4","accurate",2
"R803A","Q4","over",1
"R803A","Q4","under",7
"R803B","Q1","accurate",3
"R803B","Q1","over",3
"R803B","Q1","under",0
"R803B","Q2","accurate",3
"R803B","Q2","over",1
"R803B","Q2","under",1
"R803B","Q3","accurate",3
"R803B","Q3","over",1
"R803B","Q3","under",1
"R803B","Q4","accurate",4
"R803B","Q4","over",0
"R803B","Q4","under",1
"R803C","Q1","accurate",2
"R803C","Q1","over",10
"R803C","Q1","under",1
"R803C","Q2","accurate",6
"R803C","Q2","over",2
"R803C","Q2","under",3
"R803C","Q3","accurate",8
"R803C","Q3","over",3
"R803C","Q3","under",1
"R803C","Q4","accurate",6
"R803C","Q4","over",0
"R803C","Q4","under",6
"R803E","Q1","accurate",1
"R803E","Q1","over",4
"R803E","Q1","under",0
"R803E","Q2","accurate",1
"R803E","Q2","over",1
"R803E","Q2","under",2
"R803E","Q3","accurate",2
"R803E","Q3","over",0
"R803E","Q3","under",2
"R803E","Q4","accurate",2
"R803E","Q4","over",0
"R803E","Q4","under",3
"R803F","Q1","accurate",4
"R803F","Q1","over",4
"R803F","Q1","under",0
"R803F","Q2","accurate",6
"R803F","Q2","over",1
"R803F","Q2","under",1
"R803F","Q3","accurate",4
"R803F","Q3","over",0
"R803F","Q3","under",3
"R803F","Q4","accurate",6
"R803F","Q4","over",0
"R803F","Q4","under",2
"R803G","Q1","accurate",3
"R803G","Q1","over",10
"R803G","Q1","under",0
"R803G","Q2","accurate",6
"R803G","Q2","over",2
"R803G","Q2","under",4
"R803G","Q3","accurate",6
"R803G","Q3","over",1
"R803G","Q3","under",5
"R803G","Q4","accurate",6
"R803G","Q4","over",3
"R803G","Q4","under",3
"R804A","Q1","accurate",4
"R804A","Q1","over",10
"R804A","Q1","under",4
"R804A","Q2","accurate",9
"R804A","Q2","over",5
"R804A","Q2","under",4
"R804A","Q3","accurate",8
"R804A","Q3","over",4
"R804A","Q3","under",5
"R804A","Q4","accurate",4
"R804A","Q4","over",2
"R804A","Q4","under",12
"R804B","Q1","accurate",2
"R804B","Q1","over",2
"R804B","Q1","under",0
"R804B","Q2","accurate",2
"R804B","Q2","over",0
"R804B","Q2","under",1
"R804B","Q3","accurate",3
"R804B","Q3","over",0
"R804B","Q3","under",0
"R804B","Q4","accurate",2
"R804B","Q4","over",0
"R804B","Q4","under",1
"R804C","Q1","accurate",2
"R804C","Q1","over",1
"R804C","Q1","under",0
"R804C","Q2","accurate",2
"R804C","Q2","over",0
"R804C","Q2","under",0
"R804C","Q3","accurate",1
"R804C","Q3","over",1
"R804C","Q3","under",0
"R804C","Q4","accurate",1
"R804C","Q4","over",0
"R804C","Q4","under",1
"R805A","Q1","accurate",2
"R805A","Q1","over",3
"R805A","Q1","under",0
"R805A","Q2","accurate",3
"R805A","Q2","over",0
"R805A","Q2","under",1
"R805A","Q3","accurate",2
"R805A","Q3","over",2
"R805A","Q3","under",0
"R805A","Q4","accurate",4
"R805A","Q4","over",0
"R805A","Q4","under",1
"R810A","Q1","accurate",2
"R810A","Q1","over",2
"R810A","Q1","under",0
"R810A","Q2","accurate",2
"R810A","Q2","over",1
"R810A","Q2","under",0
"R810A","Q3","accurate",2
"R810A","Q3","over",0
"R810A","Q3","under",1
"R810A","Q4","accurate",2
"R810A","Q4","over",0
"R810A","Q4","under",2
"R810B","Q1","accurate",0
"R810B","Q1","over",1
"R810B","Q1","under",1
"R810B","Q2","accurate",1
"R810B","Q2","over",0
"R810B","Q2","under",0
"R810B","Q3","accurate",1
"R810B","Q3","over",0
"R810B","Q3","under",0
"R810B","Q4","accurate",0
"R810B","Q4","over",0
"R810B","Q4","under",1
"R810D","Q1","accurate",0
"R810D","Q1","over",2
"R810D","Q1","under",0
"R810D","Q2","accurate",1
"R810D","Q2","over",0
"R810D","Q2","under",1
"R810D","Q3","accurate",1
"R810D","Q3","over",1
"R810D","Q3","under",0
"R810D","Q4","accurate",1
"R810D","Q4","over",0
"R810D","Q4","under",1
"R810G","Q1","accurate",1
"R810G","Q1","over",5
"R810G","Q1","under",0
"R810G","Q2","accurate",3
"R810G","Q2","over",2
"R810G","Q2","under",1
"R810G","Q3","accurate",4
"R810G","Q3","over",1
"R810G","Q3","under",0
"R810G","Q4","accurate",2
"R810G","Q4","over",0
"R810G","Q4","under",4
"R810H","Q1","accurate",1
"R810H","Q1","over",3
"R810H","Q1","under",0
"R810H","Q2","accurate",3
"R810H","Q2","over",0
"R810H","Q2","under",0
"R810H","Q3","accurate",2
"R810H","Q3","over",0
"R810H","Q3","under",1
"R810H","Q4","accurate",1
"R810H","Q4","over",0
"R810H","Q4","under",2
"R810I","Q1","accurate",1
"R810I","Q1","over",1
"R810I","Q1","under",0
"R810I","Q2","accurate",2
"R810I","Q2","over",0
"R810I","Q2","under",0
"R810I","Q3","accurate",1
"R810I","Q3","over",0
"R810I","Q3","under",0
"R810I","Q4","accurate",1
"R810I","Q4","over",0
"R810I","Q4","under",1
"R810J","Q1","accurate",3
"R810J","Q1","over",1
"R810J","Q1","under",0
"R810J","Q2","accurate",3
"R810J","Q2","over",0
"R810J","Q2","under",0
"R810J","Q3","accurate",2
"R810J","Q3","over",0
"R810J","Q3","under",1
"R810J","Q4","accurate",0
"R810J","Q4","over",1
"R810J","Q4","under",3
"R810K","Q1","accurate",12
"R810K","Q1","over",29
"R810K","Q1","under",2
"R810K","Q2","accurate",12
"R810K","Q2","over",20
"R810K","Q2","under",11
"R810K","Q3","accurate",17
"R810K","Q3","over",7
"R810K","Q3","under",19
"R810K","Q4","accurate",10
"R810K","Q4","over",7
"R810K","Q4","under",26
"R810M","Q1","accurate",4
"R810M","Q1","over",1
"R810M","Q1","under",0
"R810M","Q2","accurate",7
"R810M","Q2","over",0
"R810M","Q2","under",0
"R810M","Q3","accurate",3
"R810M","Q3","over",0
"R810M","Q3","under",0
"R810M","Q4","accurate",2
"R810M","Q4","over",0
"R810M","Q4","under",3
"R810N","Q1","accurate",0
"R810N","Q1","over",3
"R810N","Q1","under",0
"R810N","Q2","accurate",3
"R810N","Q2","over",0
"R810N","Q2","under",0
"R810N","Q3","accurate",2
"R810N","Q3","over",0
"R810N","Q3","under",0
"R810N","Q4","accurate",2
"R810N","Q4","over",0
"R810N","Q4","under",1
"R810S","Q1","accurate",2
"R810S","Q1","over",0
"R810S","Q1","under",0
"R810S","Q2","accurate",1
"R810S","Q2","over",0
"R810S","Q2","under",0
"R810S","Q3","accurate",0
"R810S","Q3","over",1
"R810S","Q3","under",0
"R810S","Q4","accurate",0
"R810S","Q4","over",0
"R810S","Q4","under",1
"R811A","Q1","accurate",2
"R811A","Q1","over",10
"R811A","Q1","under",0
"R811A","Q2","accurate",6
"R811A","Q2","over",3
"R811A","Q2","under",3
"R811A","Q3","accurate",5
"R811A","Q3","over",1
"R811A","Q3","under",4
"R811A","Q4","accurate",5
"R811A","Q4","over",1
"R811A","Q4","under",5
"R811B","Q1","accurate",2
"R811B","Q1","over",3
"R811B","Q1","under",0
"R811B","Q2","accurate",1
"R811B","Q2","over",2
"R811B","Q2","under",1
"R811B","Q3","accurate",1
"R811B","Q3","over",1
"R811B","Q3","under",2
"R811B","Q4","accurate",1
"R811B","Q4","over",1
"R811B","Q4","under",2
"R811C","Q1","accurate",2
"R811C","Q1","over",2
"R811C","Q1","under",0
"R811C","Q2","accurate",2
"R811C","Q2","over",1
"R811C","Q2","under",0
"R811C","Q3","accurate",2
"R811C","Q3","over",1
"R811C","Q3","under",0
"R811C","Q4","accurate",2
"R811C","Q4","over",0
"R811C","Q4","under",1
"R811D","Q1","accurate",1
"R811D","Q1","over",1
"R811D","Q1","under",0
"R811D","Q2","accurate",1
"R811D","Q2","over",0
"R811D","Q2","under",1
"R811D","Q3","accurate",2
"R811D","Q3","over",0
"R811D","Q3","under",0
"R811D","Q4","accurate",0
"R811D","Q4","over",1
"R811D","Q4","under",1
"R811F","Q1","accurate",5
"R811F","Q1","over",23
"R811F","Q1","under",1
"R811F","Q2","accurate",6
"R811F","Q2","over",9
"R811F","Q2","under",14
"R811F","Q3","accurate",8
"R811F","Q3","over",6
"R811F","Q3","under",15
"R811F","Q4","accurate",14
"R811F","Q4","over",6
"R811F","Q4","under",8
"R811G","Q1","accurate",1
"R811G","Q1","over",4
"R811G","Q1","under",0
"R811G","Q2","accurate",1
"R811G","Q2","over",1
"R811G","Q2","under",2
"R811G","Q3","accurate",4
"R811G","Q3","over",0
"R811G","Q3","under",0
"R811G","Q4","accurate",0
"R811G","Q4","over",0
"R811G","Q4","under",4
"R811H","Q1","accurate",1
"R811H","Q1","over",5
"R811H","Q1","under",0
"R811H","Q2","accurate",3
"R811H","Q2","over",2
"R811H","Q2","under",1
"R811H","Q3","accurate",5
"R811H","Q3","over",0
"R811H","Q3","under",1
"R811H","Q4","accurate",2
"R811H","Q4","over",0
"R811H","Q4","under",4
"R812A","Q1","accurate",1
"R812A","Q1","over",2
"R812A","Q1","under",0
"R812A","Q2","accurate",1
"R812A","Q2","over",1
"R812A","Q2","under",0
"R812A","Q3","accurate",2
"R812A","Q3","over",0
"R812A","Q3","under",0
"R812A","Q4","accurate",0
"R812A","Q4","over",1
"R812A","Q4","under",2
"R812C","Q1","accurate",0
"R812C","Q1","over",2
"R812C","Q1","under",0
"R812C","Q2","accurate",2
"R812C","Q2","over",0
"R812C","Q2","under",0
"R812C","Q3","accurate",1
"R812C","Q3","over",0
"R812C","Q3","under",1
"R812C","Q4","accurate",1
"R812C","Q4","over",0
"R812C","Q4","under",1
"R812E","Q1","accurate",1
"R812E","Q1","over",1
"R812E","Q1","under",0
"R812E","Q2","accurate",1
"R812E","Q2","over",1
"R812E","Q2","under",0
"R812E","Q3","accurate",1
"R812E","Q3","over",0
"R812E","Q3","under",1
"R812E","Q4","accurate",1
"R812E","Q4","over",0
"R812E","Q4","under",1
"R813A","Q1","accurate",6
"R813A","Q1","over",4
"R813A","Q1","under",0
"R813A","Q2","accurate",3
"R813A","Q2","over",3
"R813A","Q2","under",3
"R813A","Q3","accurate",9
"R813A","Q3","over",0
"R813A","Q3","under",0
"R813A","Q4","accurate",5
"R813A","Q4","over",0
"R813A","Q4","under",4
"R813B","Q1","accurate",6
"R813B","Q1","over",1
"R813B","Q1","under",6
"R813B","Q2","accurate",2
"R813B","Q2","over",3
"R813B","Q2","under",8
"R813B","Q3","accurate",5
"R813B","Q3","over",4
"R813B","Q3","under",3
"R813B","Q4","accurate",3
"R813B","Q4","over",5
"R813B","Q4","under",5
"R813C","Q1","accurate",6
"R813C","Q1","over",15
"R813C","Q1","under",2
"R813C","Q2","accurate",10
"R813C","Q2","over",4
"R813C","Q2","under",8
"R813C","Q3","accurate",7
"R813C","Q3","over",8
"R813C","Q3","under",7
"R813C","Q4","accurate",7
"R813C","Q4","over",1
"R813C","Q4","under",14
"R813G","Q1","accurate",3
"R813G","Q1","over",1
"R813G","Q1","under",0
"R813G","Q2","accurate",2
"R813G","Q2","over",1
"R813G","Q2","under",0
"R813G","Q3","accurate",2
"R813G","Q3","over",0
"R813G","Q3","under",1
"R813G","Q4","accurate",2
"R813G","Q4","over",0
"R813G","Q4","under",2
"R813H","Q1","accurate",2
"R813H","Q1","over",1
"R813H","Q1","under",0
"R813H","Q2","accurate",3
"R813H","Q2","over",0
"R813H","Q2","under",0
"R813H","Q3","accurate",0
"R813H","Q3","over",0
"R813H","Q3","under",2
"R813H","Q4","accurate",2
"R813H","Q4","over",0
"R813H","Q4","under",1
"R814B","Q1","accurate",2
"R814B","Q1","over",1
"R814B","Q1","under",0
"R814B","Q2","accurate",1
"R814B","Q2","over",0
"R814B","Q2","under",1
"R814B","Q3","accurate",1
"R814B","Q3","over",1
"R814B","Q3","under",0
"R814B","Q4","accurate",1
"R814B","Q4","over",0
"R814B","Q4","under",2
"R814C","Q1","accurate",0
"R814C","Q1","over",2
"R814C","Q1","under",0
"R814C","Q2","accurate",1
"R814C","Q2","over",0
"R814C","Q2","under",1
"R814C","Q3","accurate",2
"R814C","Q3","over",0
"R814C","Q3","under",0
"R814C","Q4","accurate",2
"R814C","Q4","over",0
"R814C","Q4","under",0
"R814D","Q1","accurate",5
"R814D","Q1","over",0
"R814D","Q1","under",0
"R814D","Q2","accurate",1
"R814D","Q2","over",0
"R814D","Q2","under",3
"R814D","Q3","accurate",2
"R814D","Q3","over",2
"R814D","Q3","under",0
"R814D","Q4","accurate",3
"R814D","Q4","over",1
"R814D","Q4","under",1
"R814E","Q1","accurate",2
"R814E","Q1","over",6
"R814E","Q1","under",1
"R814E","Q2","accurate",6
"R814E","Q2","over",2
"R814E","Q2","under",0
"R814E","Q3","accurate",6
"R814E","Q3","over",2
"R814E","Q3","under",0
"R814E","Q4","accurate",4
"R814E","Q4","over",0
"R814E","Q4","under",5
"R814F","Q1","accurate",0
"R814F","Q1","over",3
"R814F","Q1","under",0
"R814F","Q2","accurate",2
"R814F","Q2","over",1
"R814F","Q2","under",0
"R814F","Q3","accurate",3
"R814F","Q3","over",0
"R814F","Q3","under",0
"R814F","Q4","accurate",2
"R814F","Q4","over",0
"R814F","Q4","under",1
"R814G","Q1","accurate",2
"R814G","Q1","over",2
"R814G","Q1","under",0
"R814G","Q2","accurate",2
"R814G","Q2","over",0
"R814G","Q2","under",2
"R814G","Q3","accurate",0
"R814G","Q3","over",1
"R814G","Q3","under",2
"R814G","Q4","accurate",0
"R814G","Q4","over",4
"R814G","Q4","under",0
"R814H","Q1","accurate",1
"R814H","Q1","over",2
"R814H","Q1","under",0
"R814H","Q2","accurate",1
"R814H","Q2","over",0
"R814H","Q2","under",1
"R814H","Q3","accurate",1
"R814H","Q3","over",0
"R814H","Q3","under",1
"R814H","Q4","accurate",1
"R814H","Q4","over",0
"R814H","Q4","under",1
"R814I","Q1","accurate",1
"R814I","Q1","over",1
"R814I","Q1","under",0
"R814I","Q2","accurate",1
"R814I","Q2","over",0
"R814I","Q2","under",0
"R814I","Q3","accurate",1
"R814I","Q3","over",0
"R814I","Q3","under",0
"R814I","Q4","accurate",0
"R814I","Q4","over",0
"R814I","Q4","under",1
"R815A","Q1","accurate",4
"R815A","Q1","over",4
"R815A","Q1","under",0
"R815A","Q2","accurate",1
"R815A","Q2","over",3
"R815A","Q2","under",3
"R815A","Q3","accurate",7
"R815A","Q3","over",0
"R815A","Q3","under",1
"R815A","Q4","accurate",1
"R815A","Q4","over",2
"R815A","Q4","under",4
"R815B","Q1","accurate",4
"R815B","Q1","over",4
"R815B","Q1","under",0
"R815B","Q2","accurate",3
"R815B","Q2","over",3
"R815B","Q2","under",1
"R815B","Q3","accurate",3
"R815B","Q3","over",1
"R815B","Q3","under",3
"R815B","Q4","accurate",4
"R815B","Q4","over",1
"R815B","Q4","under",3
"R815F","Q1","accurate",1
"R815F","Q1","over",1
"R815F","Q1","under",0
"R815F","Q2","accurate",0
"R815F","Q2","over",1
"R815F","Q2","under",0
"R815F","Q3","accurate",0
"R815F","Q3","over",0
"R815F","Q3","under",1
"R815F","Q4","accurate",1
"R815F","Q4","over",0
"R815F","Q4","under",1
"R815G","Q1","accurate",0
"R815G","Q1","over",3
"R815G","Q1","under",0
"R815G","Q2","accurate",2
"R815G","Q2","over",0
"R815G","Q2","under",0
"R815G","Q3","accurate",2
"R815G","Q3","over",0
"R815G","Q3","under",0
"R815G","Q4","accurate",2
"R815G","Q4","over",0
"R815G","Q4","under",0
"R816B","Q1","accurate",4
"R816B","Q1","over",7
"R816B","Q1","under",0
"R816B","Q2","accurate",6
"R816B","Q2","over",3
"R816B","Q2","under",2
"R816B","Q3","accurate",6
"R816B","Q3","over",1
"R816B","Q3","under",3
"R816B","Q4","accurate",6
"R816B","Q4","over",1
"R816B","Q4","under",4
"R816C","Q1","accurate",10
"R816C","Q1","over",20
"R816C","Q1","under",3
"R816C","Q2","accurate",15
"R816C","Q2","over",8
"R816C","Q2","under",9
"R816C","Q3","accurate",11
"R816C","Q3","over",6
"R816C","Q3","under",15
"R816C","Q4","accurate",10
"R816C","Q4","over",11
"R816C","Q4","under",12
"R816D","Q1","accurate",2
"R816D","Q1","over",0
"R816D","Q1","under",0
"R816D","Q2","accurate",2
"R816D","Q2","over",0
"R816D","Q2","under",0
"R816D","Q3","accurate",0
"R816D","Q3","over",0
"R816D","Q3","under",1
"R816D","Q4","accurate",1
"R816D","Q4","over",1
"R816D","Q4","under",0
"R816E","Q1","accurate",0
"R816E","Q1","over",2
"R816E","Q1","under",0
"R816E","Q2","accurate",1
"R816E","Q2","over",1
"R816E","Q2","under",0
"R816E","Q3","accurate",1
"R816E","Q3","over",0
"R816E","Q3","under",1
"R816E","Q4","accurate",0
"R816E","Q4","over",0
"R816E","Q4","under",2
"R816F","Q1","accurate",2
"R816F","Q1","over",4
"R816F","Q1","under",0
"R816F","Q2","accurate",3
"R816F","Q2","over",1
"R816F","Q2","under",2
"R816F","Q3","accurate",5
"R816F","Q3","over",0
"R816F","Q3","under",1
"R816F","Q4","accurate",1
"R816F","Q4","over",2
"R816F","Q4","under",3
"R817B","Q1","accurate",0
"R817B","Q1","over",1
"R817B","Q1","under",1
"R817B","Q2","accurate",1
"R817B","Q2","over",1
"R817B","Q2","under",0
"R817B","Q3","accurate",1
"R817B","Q3","over",0
"R817B","Q3","under",1
"R817B","Q4","accurate",1
"R817B","Q4","over",0
"R817B","Q4","under",1
"R817E","Q1","accurate",2
"R817E","Q1","over",1
"R817E","Q1","under",0
"R817E","Q2","accurate",2
"R817E","Q2","over",0
"R817E","Q2","under",1
"R817E","Q3","accurate",1
"R817E","Q3","over",1
"R817E","Q3","under",0
"R817E","Q4","accurate",1
"R817E","Q4","over",1
"R817E","Q4","under",1
"R818C","Q1","accurate",1
"R818C","Q1","over",1
"R818C","Q1","under",0
"R818C","Q2","accurate",1
"R818C","Q2","over",0
"R818C","Q2","under",0
"R818C","Q3","accurate",1
"R818C","Q3","over",0
"R818C","Q3","under",0
"R818C","Q4","accurate",0
"R818C","Q4","over",0
"R818C","Q4","under",1
"R820A","Q1","accurate",2
"R820A","Q1","over",16
"R820A","Q1","under",0
"R820A","Q2","accurate",5
"R820A","Q2","over",5
"R820A","Q2","under",7
"R820A","Q3","accurate",8
"R820A","Q3","over",1
"R820A","Q3","under",8
"R820A","Q4","accurate",4
"R820A","Q4","over",6
"R820A","Q4","under",7
"R820B","Q1","accurate",1
"R820B","Q1","over",14
"R820B","Q1","under",0
"R820B","Q2","accurate",4
"R820B","Q2","over",6
"R820B","Q2","under",3
"R820B","Q3","accurate",7
"R820B","Q3","over",1
"R820B","Q3","under",7
"R820B","Q4","accurate",5
"R820B","Q4","over",0
"R820B","Q4","under",8
"R820C","Q1","accurate",1
"R820C","Q1","over",4
"R820C","Q1","under",0
"R820C","Q2","accurate",3
"R820C","Q2","over",1
"R820C","Q2","under",0
"R820C","Q3","accurate",3
"R820C","Q3","over",0
"R820C","Q3","under",1
"R820C","Q4","accurate",1
"R820C","Q4","over",0
"R820C","Q4","under",3
"R820D","Q1","accurate",1
"R820D","Q1","over",4
"R820D","Q1","under",0
"R820D","Q2","accurate",3
"R820D","Q2","over",0
"R820D","Q2","under",3
"R820D","Q3","accurate",0
"R820D","Q3","over",2
"R820D","Q3","under",0
"R820D","Q4","accurate",3
"R820D","Q4","over",1
"R820D","Q4","under",0
"R820E","Q1","accurate",0
"R820E","Q1","over",4
"R820E","Q1","under",0
"R820E","Q2","accurate",2
"R820E","Q2","over",2
"R820E","Q2","under",0
"R820E","Q3","accurate",2
"R820E","Q3","over",0
"R820E","Q3","under",1
"R820E","Q4","accurate",3
"R820E","Q4","over",0
"R820E","Q4","under",1
"R820F","Q1","accurate",4
"R820F","Q1","over",24
"R820F","Q1","under",1
"R820F","Q2","accurate",19
"R820F","Q2","over",6
"R820F","Q2","under",3
"R820F","Q3","accurate",13
"R820F","Q3","over",5
"R820F","Q3","under",10
"R820F","Q4","accurate",13
"R820F","Q4","over",5
"R820F","Q4","under",11
"R820G","Q1","accurate",0
"R820G","Q1","over",19
"R820G","Q1","under",1
"R820G","Q2","accurate",11
"R820G","Q2","over",5
"R820G","Q2","under",3
"R820G","Q3","accurate",6
"R820G","Q3","over",4
"R820G","Q3","under",9
"R820G","Q4","accurate",6
"R820G","Q4","over",2
"R820G","Q4","under",11
"R820H","Q1","accurate",3
"R820H","Q1","over",8
"R820H","Q1","under",3
"R820H","Q2","accurate",8
"R820H","Q2","over",2
"R820H","Q2","under",4
"R820H","Q3","accurate",1
"R820H","Q3","over",6
"R820H","Q3","under",7
"R820H","Q4","accurate",5
"R820H","Q4","over",5
"R820H","Q4","under",4
"R821A","Q1","accurate",2
"R821A","Q1","over",6
"R821A","Q1","under",4
"R821A","Q2","accurate",3
"R821A","Q2","over",5
"R821A","Q2","under",3
"R821A","Q3","accurate",6
"R821A","Q3","over",2
"R821A","Q3","under",3
"R821A","Q4","accurate",7
"R821A","Q4","over",1
"R821A","Q4","under",3
"R821B","Q1","accurate",3
"R821B","Q1","over",14
"R821B","Q1","under",0
"R821B","Q2","accurate",9
"R821B","Q2","over",2
"R821B","Q2","under",6
"R821B","Q3","accurate",4
"R821B","Q3","over",4
"R821B","Q3","under",8
"R821B","Q4","accurate",5
"R821B","Q4","over",1
"R821B","Q4","under",11
"R821C","Q1","accurate",2
"R821C","Q1","over",3
"R821C","Q1","under",2
"R821C","Q2","accurate",4
"R821C","Q2","over",2
"R821C","Q2","under",0
"R821C","Q3","accurate",1
"R821C","Q3","over",4
"R821C","Q3","under",1
"R821C","Q4","accurate",2
"R821C","Q4","over",1
"R821C","Q4","under",4
"R821D","Q1","accurate",5
"R821D","Q1","over",11
"R821D","Q1","under",5
"R821D","Q2","accurate",8
"R821D","Q2","over",7
"R821D","Q2","under",6
"R821D","Q3","accurate",7
"R821D","Q3","over",8
"R821D","Q3","under",5
"R821D","Q4","accurate",10
"R821D","Q4","over",5
"R821D","Q4","under",6
"R821E","Q1","accurate",0
"R821E","Q1","over",10
"R821E","Q1","under",8
"R821E","Q2","accurate",6
"R821E","Q2","over",7
"R821E","Q2","under",5
"R821E","Q3","accurate",8
"R821E","Q3","over",4
"R821E","Q3","under",6
"R821E","Q4","accurate",7
"R821E","Q4","over",2
"R821E","Q4","under",9
"R821G","Q1","accurate",4
"R821G","Q1","over",0
"R821G","Q1","under",0
"R821G","Q2","accurate",0
"R821G","Q2","over",0
"R821G","Q2","under",0
"R821G","Q3","accurate",0
"R821G","Q3","over",0
"R821G","Q3","under",0
"R821G","Q4","accurate",1
"R821G","Q4","over",0
"R821G","Q4","under",0
"R822A","Q1","accurate",4
"R822A","Q1","over",16
"R822A","Q1","under",16
"R822A","Q2","accurate",21
"R822A","Q2","over",11
"R822A","Q2","under",3
"R822A","Q3","accurate",16
"R822A","Q3","over",12
"R822A","Q3","under",7
"R822A","Q4","accurate",18
"R822A","Q4","over",1
